"",".n","HC","coef","criterion","saddle_V1","saddle_V2"
"1769",177,"HC0","x3","power",0.678560888801577,0.689663179383585
"1770",177,"HC0","x4","power",0.948685264358692,0.950950341538198
"1771",178,"HC0","x0","size",0.607293037954926,0.614853260682808
"1772",178,"HC0","x1","size",0.65703991546492,0.667690917695152
"1773",178,"HC0","x2","size",0.479864733325196,0.491243724260703
"1774",178,"HC0","x3","size",0.684644706685848,0.712684490801714
"1775",178,"HC0","x4","size",0.273393033049157,0.295851256617929
"1776",178,"HC0","x0","power",0.374822965827341,0.38864579624084
"1777",178,"HC0","x1","power",0.984016149951775,0.984418286136565
"1778",178,"HC0","x2","power",0.0173150787197153,0.0227495152884619
"1779",178,"HC0","x3","power",0.0604097620180995,0.105699187656129
"1780",178,"HC0","x4","power",0.273393033049157,0.295851256617929
"1781",179,"HC0","x0","size",0.807746384465059,0.81246725983371
"1782",179,"HC0","x1","size",0.756580760825058,0.77210322415724
"1783",179,"HC0","x2","size",0.512057660075805,0.520825989251683
"1784",179,"HC0","x3","size",0.719843047545822,0.746923268946088
"1785",179,"HC0","x4","size",0.423156162598727,0.445619453377638
"1786",179,"HC0","x0","power",0.470926214151348,0.486067472162021
"1787",179,"HC0","x1","power",0.858990439037751,0.867567972693563
"1788",179,"HC0","x2","power",0.00503686747980973,0.0080420424458698
"1789",179,"HC0","x3","power",0.516229477073519,0.566108457893954
"1790",179,"HC0","x4","power",0.423156162598727,0.445619453377638
"1791",180,"HC0","x0","size",0.633946110454752,0.634888771659116
"1792",180,"HC0","x1","size",0.219302400179384,0.221557634335268
"1793",180,"HC0","x2","size",0.420291230102367,0.429310000088549
"1794",180,"HC0","x3","size",0.037536482381605,0.0385982481810839
"1795",180,"HC0","x4","size",0.286090716776188,0.29147531561296
"1796",180,"HC0","x0","power",0.82628265509223,0.826668734946841
"1797",180,"HC0","x1","power",0.0613315730034506,0.0637558833982381
"1798",180,"HC0","x2","power",0.00707719674158937,0.00914783949599949
"1799",180,"HC0","x3","power",0.492257556746416,0.492450439087021
"1800",180,"HC0","x4","power",0.286090716776188,0.29147531561296
"1801",181,"HC0","x0","size",0.996852218696957,0.99687872110785
"1802",181,"HC0","x1","size",0.923350940286913,0.92383490974107
"1803",181,"HC0","x2","size",0.494103173098545,0.512006273977398
"1804",181,"HC0","x3","size",0.525771934105705,0.529894191739031
"1805",181,"HC0","x4","size",0.928734391005139,0.931032586074026
"1806",181,"HC0","x0","power",0.824192629447843,0.826137665631434
"1807",181,"HC0","x1","power",0.847541325139922,0.848633895655802
"1808",181,"HC0","x2","power",0.143951677197435,0.172350144853511
"1809",181,"HC0","x3","power",0.45455152334638,0.460374817697102
"1810",181,"HC0","x4","power",0.928734391005139,0.931032586074026
"1811",182,"HC0","x0","size",0.514756442924717,0.52664825844512
"1812",182,"HC0","x1","size",0.652919575187538,0.662189406282575
"1813",182,"HC0","x2","size",0.376911217849459,0.389029587371529
"1814",182,"HC0","x3","size",0.704891313660145,0.713153939871069
"1815",182,"HC0","x4","size",0.236037773551959,0.256198620815754
"1816",182,"HC0","x0","power",0.367593139948194,0.385524051805818
"1817",182,"HC0","x1","power",0.89655354682242,0.898983893390465
"1818",182,"HC0","x2","power",0.0238609423516871,0.0320859254405356
"1819",182,"HC0","x3","power",0.0541041722016151,0.0738267169136536
"1820",182,"HC0","x4","power",0.236037773551959,0.256198620815754
"1821",183,"HC0","x0","size",0.359316701309327,0.368395469081332
"1822",183,"HC0","x1","size",0.417583467157069,0.463200816766388
"1823",183,"HC0","x2","size",0.564772432867369,0.584978707061302
"1824",183,"HC0","x3","size",0.659882054306481,0.687250675038074
"1825",183,"HC0","x4","size",0.635761469564046,0.642787865479517
"1826",183,"HC0","x0","power",0.567955600816046,0.579979720389751
"1827",183,"HC0","x1","power",0.254574475052105,0.305930746763452
"1828",183,"HC0","x2","power",0.534219465735793,0.555813082509668
"1829",183,"HC0","x3","power",0.0939440646710845,0.144698347887352
"1830",183,"HC0","x4","power",0.635761469564046,0.642787865479517
"1831",184,"HC0","x0","size",0.0580945076721883,0.0650831074626881
"1832",184,"HC0","x1","size",0.0810849279332096,0.0994982829843881
"1833",184,"HC0","x2","size",0.473744383865085,0.480566102090515
"1834",184,"HC0","x3","size",0.145475757829196,0.152992281740012
"1835",184,"HC0","x4","size",0.903203737179697,0.905350419627458
"1836",184,"HC0","x0","power",0.123734246512721,0.132359100692848
"1837",184,"HC0","x1","power",0.0355431128090915,0.0486254481071241
"1838",184,"HC0","x2","power",0.196184930342796,0.205806370813882
"1839",184,"HC0","x3","power",0.272344899097253,0.278708458871997
"1840",184,"HC0","x4","power",0.903203737179697,0.905350419627458
"1841",185,"HC0","x0","size",0.972009040623565,0.974359082890025
"1842",185,"HC0","x1","size",0.920610971521413,0.926804014308754
"1843",185,"HC0","x2","size",0.844922368429923,0.851232481949058
"1844",185,"HC0","x3","size",0.225314831582554,0.248254552577936
"1845",185,"HC0","x4","size",0.17100501191432,0.201877593281569
"1846",185,"HC0","x0","power",0.762260950142355,0.785032285782521
"1847",185,"HC0","x1","power",0.661037521013982,0.691157198441984
"1848",185,"HC0","x2","power",0.075303044581778,0.100607156098364
"1849",185,"HC0","x3","power",0.0103202425341579,0.0203869311501153
"1850",185,"HC0","x4","power",0.17100501191432,0.201877593281569
"1851",186,"HC0","x0","size",0.993095496133798,0.993445513596395
"1852",186,"HC0","x1","size",0.561479291697504,0.582764918026594
"1853",186,"HC0","x2","size",0.42443601374591,0.447036133420768
"1854",186,"HC0","x3","size",0.167188792156813,0.212881383386363
"1855",186,"HC0","x4","size",0.104675354441973,0.133153931208443
"1856",186,"HC0","x0","power",0.597775098135776,0.623054639545188
"1857",186,"HC0","x1","power",0.945652510157144,0.94786838164517
"1858",186,"HC0","x2","power",0.0140500557652432,0.0256903725352092
"1859",186,"HC0","x3","power",0.0751420751060427,0.111265671808675
"1860",186,"HC0","x4","power",0.104675354441973,0.133153931208443
"1861",187,"HC0","x0","size",0.114144094417518,0.122781668227957
"1862",187,"HC0","x1","size",0.179569528971172,0.202654032014088
"1863",187,"HC0","x2","size",0.106391628847036,0.116938926477061
"1864",187,"HC0","x3","size",0.671227649843506,0.675855156625852
"1865",187,"HC0","x4","size",0.109863457345867,0.123380681883373
"1866",187,"HC0","x0","power",0.180062308931885,0.188997069133619
"1867",187,"HC0","x1","power",0.108539767120265,0.129505417548099
"1868",187,"HC0","x2","power",0.533516601793236,0.539480663776986
"1869",187,"HC0","x3","power",0.151572370078725,0.164211112973651
"1870",187,"HC0","x4","power",0.109863457345867,0.123380681883373
"1871",188,"HC0","x0","size",0.172250287205562,0.200634056027202
"1872",188,"HC0","x1","size",0.0781355702067478,0.0947763742358343
"1873",188,"HC0","x2","size",0.0800586167801345,0.118650399418048
"1874",188,"HC0","x3","size",0.182993502625904,0.163540535206667
"1875",188,"HC0","x4","size",0.162346558145649,0.184057122841499
"1876",188,"HC0","x0","power",0.45121360697486,0.478485154681621
"1877",188,"HC0","x1","power",0.0214771773058518,0.0294890877317341
"1878",188,"HC0","x2","power",0.717173198847832,0.731748992500579
"1879",188,"HC0","x3","power",0.000255351033911754,0.00022283339820943
"1880",188,"HC0","x4","power",0.162346558145649,0.184057122841499
"1881",189,"HC0","x0","size",0.696354621491254,0.699975743188823
"1882",189,"HC0","x1","size",0.495620685168261,0.505127712754513
"1883",189,"HC0","x2","size",0.301233811554374,0.36926885052925
"1884",189,"HC0","x3","size",0.973190195438349,0.973451715830898
"1885",189,"HC0","x4","size",0.893769785011087,0.894676706812197
"1886",189,"HC0","x0","power",0.927406243344253,0.928149000810378
"1887",189,"HC0","x1","power",0.282159601361823,0.295307805353651
"1888",189,"HC0","x2","power",0.622368058169204,0.662404239636632
"1889",189,"HC0","x3","power",0.0489340312786328,0.0595743515130597
"1890",189,"HC0","x4","power",0.893769785011087,0.894676706812197
"1891",190,"HC0","x0","size",0.0629730576443158,0.0727536417241035
"1892",190,"HC0","x1","size",0.0218556293731366,0.0222591550552195
"1893",190,"HC0","x2","size",0.656021651377194,0.661680034236927
"1894",190,"HC0","x3","size",0.715439576669002,0.727694129761489
"1895",190,"HC0","x4","size",0.120044066639304,0.151233329807032
"1896",190,"HC0","x0","power",0.0278011177794819,0.0344982118427356
"1897",190,"HC0","x1","power",0.0645176534792551,0.0646325591691669
"1898",190,"HC0","x2","power",0.0341351345517846,0.0413962297112567
"1899",190,"HC0","x3","power",0.0777300904311837,0.100480726422994
"1900",190,"HC0","x4","power",0.120044066639304,0.151233329807032
"1901",191,"HC0","x0","size",0.955366539772372,0.9566028085355
"1902",191,"HC0","x1","size",0.931350714810251,0.9338899286345
"1903",191,"HC0","x2","size",0.622901089623299,0.627246244650558
"1904",191,"HC0","x3","size",0.0582363493589705,0.0872110339340613
"1905",191,"HC0","x4","size",0.501994472796109,0.512394163669192
"1906",191,"HC0","x0","power",0.688803198343375,0.698605374853302
"1907",191,"HC0","x1","power",0.733421586883543,0.744232136609247
"1908",191,"HC0","x2","power",0.303865787932237,0.309870767350038
"1909",191,"HC0","x3","power",0.00182637337048228,0.00570369394942605
"1910",191,"HC0","x4","power",0.501994472796109,0.512394163669192
"1911",192,"HC0","x0","size",0.168453338863044,0.214659841136891
"1912",192,"HC0","x1","size",0.184690323031549,0.230056327972965
"1913",192,"HC0","x2","size",0.31755402543437,0.357869380728582
"1914",192,"HC0","x3","size",0.0216790018106984,0.0359927604146072
"1915",192,"HC0","x4","size",0.0582377508467394,0.070216849248187
"1916",192,"HC0","x0","power",0.0870430239119001,0.126537697113105
"1917",192,"HC0","x1","power",0.39664979884123,0.432838224301296
"1918",192,"HC0","x2","power",0.00636254800804812,0.0171295725617608
"1919",192,"HC0","x3","power",0.000181469829534604,0.00074766405709643
"1920",192,"HC0","x4","power",0.0582377508467394,0.070216849248187
"1921",193,"HC0","x0","size",0.954769242811387,0.956143446691946
"1922",193,"HC0","x1","size",0.98944755638516,0.989839105625916
"1923",193,"HC0","x2","size",0.780943408295267,0.782955596801216
"1924",193,"HC0","x3","size",0.729645111730117,0.732647123203493
"1925",193,"HC0","x4","size",0.804172558205195,0.809119958870929
"1926",193,"HC0","x0","power",0.755022053434783,0.763339054640274
"1927",193,"HC0","x1","power",0.662495733176178,0.677364916746026
"1928",193,"HC0","x2","power",0.0504177914446794,0.0585326583144443
"1929",193,"HC0","x3","power",0.0587777328794166,0.0642454092825163
"1930",193,"HC0","x4","power",0.804172558205195,0.809119958870929
"1931",194,"HC0","x0","size",0.643061808226908,0.66072692542261
"1932",194,"HC0","x1","size",0.771131344997249,0.783571094624289
"1933",194,"HC0","x2","size",0.239997153281207,0.305447898424935
"1934",194,"HC0","x3","size",0.138877776549999,0.123800615546377
"1935",194,"HC0","x4","size",0.0819203926723158,0.0949560595073827
"1936",194,"HC0","x0","power",0.462326506789888,0.491071691731729
"1937",194,"HC0","x1","power",0.93254570979087,0.935797458470978
"1938",194,"HC0","x2","power",0.0229224482151386,0.0554739668191919
"1939",194,"HC0","x3","power",0.155616143624696,0.139626903555025
"1940",194,"HC0","x4","power",0.0819203926723158,0.0949560595073827
"1941",195,"HC0","x0","size",0.471861320312156,0.480219833458285
"1942",195,"HC0","x1","size",0.857525559500094,0.858471714968077
"1943",195,"HC0","x2","size",0.585730180838493,0.586420139310965
"1944",195,"HC0","x3","size",0.802664776126962,0.810788970072324
"1945",195,"HC0","x4","size",0.991158216900899,0.99169053405317
"1946",195,"HC0","x0","power",0.753066849604733,0.756979913836842
"1947",195,"HC0","x1","power",0.477254302173413,0.481208089789162
"1948",195,"HC0","x2","power",0.0329340500320246,0.0349533081575317
"1949",195,"HC0","x3","power",0.0506123340291673,0.0712345870712284
"1950",195,"HC0","x4","power",0.991158216900899,0.99169053405317
"1951",196,"HC0","x0","size",0.730654000025423,0.735317565885514
"1952",196,"HC0","x1","size",0.731555999677182,0.730030474556644
"1953",196,"HC0","x2","size",0.225010527028025,0.228383718238509
"1954",196,"HC0","x3","size",0.954661538653531,0.955600456680256
"1955",196,"HC0","x4","size",0.68292938667369,0.494514665513618
"1956",196,"HC0","x0","power",0.916927450270791,0.918219250363
"1957",196,"HC0","x1","power",0.387723881818111,0.384665045452278
"1958",196,"HC0","x2","power",0.405045646550076,0.407103685991927
"1959",196,"HC0","x3","power",0.0706009001636651,0.0907735620461877
"1960",196,"HC0","x4","power",0.68292938667369,0.494514665513618
"1961",197,"HC0","x0","size",0.719914709601423,0.715076663308307
"1962",197,"HC0","x1","size",0.718575928435389,0.719127136311181
"1963",197,"HC0","x2","size",0.615614403331248,0.627656608830171
"1964",197,"HC0","x3","size",0.228101571299479,0.23400972570422
"1965",197,"HC0","x4","size",0.392895671552546,0.385423311693955
"1966",197,"HC0","x0","power",0.410415727103994,0.402587531924672
"1967",197,"HC0","x1","power",0.831343163146936,0.831560720038416
"1968",197,"HC0","x2","power",0.0905663317550969,0.107223681260747
"1969",197,"HC0","x3","power",0.00223690446327385,0.00377140881818736
"1970",197,"HC0","x4","power",0.392895671552546,0.385423311693955
"1971",198,"HC0","x0","size",0.580059207835307,0.586728636581966
"1972",198,"HC0","x1","size",0.630483741163935,0.636032457417899
"1973",198,"HC0","x2","size",0.522584848974378,0.532058194107293
"1974",198,"HC0","x3","size",0.0386096802831224,0.0428608581420731
"1975",198,"HC0","x4","size",0.775703746476776,0.781248372502035
"1976",198,"HC0","x0","power",0.374689035264392,0.385415764944239
"1977",198,"HC0","x1","power",0.923261680410932,0.92420034207896
"1978",198,"HC0","x2","power",0.447160325853649,0.45826995370771
"1979",198,"HC0","x3","power",0.000130279751819277,0.000203698009131218
"1980",198,"HC0","x4","power",0.775703746476776,0.781248372502035
"1981",199,"HC0","x0","size",0.647603288867568,0.654913702575979
"1982",199,"HC0","x1","size",0.681935837584165,0.686610613287003
"1983",199,"HC0","x2","size",0.162554236020605,0.18883619665978
"1984",199,"HC0","x3","size",0.894808240080275,0.89619696286648
"1985",199,"HC0","x4","size",0.304876781541913,0.312194323643691
"1986",199,"HC0","x0","power",0.426118253118277,0.437844064142591
"1987",199,"HC0","x1","power",0.992064752697349,0.992156687218483
"1988",199,"HC0","x2","power",0.00464906146738032,0.0101186466504286
"1989",199,"HC0","x3","power",0.0677995250464038,0.0768481293947429
"1990",199,"HC0","x4","power",0.304876781541913,0.312194323643691
"1991",200,"HC0","x0","size",0.367554018591677,0.407230617974939
"1992",200,"HC0","x1","size",0.527941965487441,0.571048061719377
"1993",200,"HC0","x2","size",0.967267445935043,0.968249035525558
"1994",200,"HC0","x3","size",0.920882364025797,0.922318410803269
"1995",200,"HC0","x4","size",0.43350672654323,0.46456807026967
"1996",200,"HC0","x0","power",0.608633080996344,0.633124791518599
"1997",200,"HC0","x1","power",0.31190915067324,0.374105651086648
"1998",200,"HC0","x2","power",0.0336041803046089,0.0500005280045044
"1999",200,"HC0","x3","power",0.163322916372111,0.187109398309135
"2000",200,"HC0","x4","power",0.43350672654323,0.46456807026967
"2001",201,"HC0","x0","size",0.197172681518558,0.221303743258923
"2002",201,"HC0","x1","size",0.527277494792868,0.557074704222022
"2003",201,"HC0","x2","size",0.892427210041659,0.897307864047567
"2004",201,"HC0","x3","size",0.425353528161968,0.451640767115568
"2005",201,"HC0","x4","size",0.101905355392256,0.16625920119361
"2006",201,"HC0","x0","power",0.362897367821796,0.383991152902892
"2007",201,"HC0","x1","power",0.279322329183982,0.318025620579985
"2008",201,"HC0","x2","power",0.112310743466208,0.153445124646145
"2009",201,"HC0","x3","power",0.307243104795122,0.342084477421422
"2010",201,"HC0","x4","power",0.101905355392256,0.16625920119361
"2011",202,"HC0","x0","size",0.21408215080813,0.21399975186996
"2012",202,"HC0","x1","size",0.279247274600176,0.286583769015657
"2013",202,"HC0","x2","size",0.895859667940342,0.897117117909367
"2014",202,"HC0","x3","size",0.0375014037744369,0.0491183982648782
"2015",202,"HC0","x4","size",0.421689446780924,0.453262438058039
"2016",202,"HC0","x0","power",0.441082452565625,0.440604996627858
"2017",202,"HC0","x1","power",0.130732317441939,0.138002293719828
"2018",202,"HC0","x2","power",0.130504713103008,0.141132018671889
"2019",202,"HC0","x3","power",0.870973725091777,0.875209528019991
"2020",202,"HC0","x4","power",0.421689446780924,0.453262438058039
"2021",203,"HC0","x0","size",0.138463214535152,0.145476254220036
