"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3","HC4","HC4m","HC5","HC0_fp","HC1_fp","HC2_fp","HC3_fp","HC4_fp","HC4m_fp","HC5_fp"
"1",25,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,234969665,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",25,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,234969665,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",25,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,234969665,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",25,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,234969665,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",25,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,234969665,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",25,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,234969665,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",25,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,234969665,"B1","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",25,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,234969665,"B2","Power",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"9",25,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,234969665,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"10",25,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,234969665,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",50,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,54202022,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",50,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,54202022,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",50,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,54202022,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",50,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,54202022,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",50,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,54202022,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",50,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,54202022,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",50,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,54202022,"B1","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",50,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,54202022,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"19",50,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,54202022,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"20",50,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,54202022,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",100,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,57103751,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",100,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,57103751,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",100,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,57103751,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",100,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,57103751,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",100,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,57103751,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",100,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,57103751,"B0","Power",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"27",100,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,57103751,"B1","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",100,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,57103751,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"29",100,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,57103751,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"30",100,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,57103751,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",250,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,48607572,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",250,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,48607572,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",250,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,48607572,"B2","Size",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"34",250,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,48607572,"B3","Size",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"35",250,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,48607572,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",250,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,48607572,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",250,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,48607572,"B1","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"38",250,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,48607572,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"39",250,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,48607572,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"40",250,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,48607572,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",500,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,317183057,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",500,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,317183057,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",500,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,317183057,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",500,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,317183057,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",500,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,317183057,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",500,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,317183057,"B0","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"47",500,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,317183057,"B1","Power",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"48",500,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,317183057,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"49",500,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,317183057,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50",500,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,317183057,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1000,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,320263696,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",1000,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,320263696,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1000,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,320263696,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",1000,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,320263696,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",1000,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,320263696,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",1000,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,320263696,"B0","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57",1000,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,320263696,"B1","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"58",1000,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,320263696,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"59",1000,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,320263696,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"60",1000,"1 1 1 1 0 0","E0","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,320263696,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",25,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,474804398,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",25,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,474804398,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",25,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,474804398,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",25,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,474804398,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",25,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,474804398,"B4","Size",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"66",25,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,474804398,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",25,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,474804398,"B1","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",25,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,474804398,"B2","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",25,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,474804398,"B3","Power",1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
"70",25,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,474804398,"B4","Power",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"71",50,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,258889682,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",50,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,258889682,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",50,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,258889682,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",50,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,258889682,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",50,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,258889682,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",50,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,258889682,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",50,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,258889682,"B1","Power",0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
"78",50,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,258889682,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79",50,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,258889682,"B3","Power",1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
"80",50,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,258889682,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",100,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,995329778,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",100,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,995329778,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",100,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,995329778,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",100,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,995329778,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",100,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,995329778,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",100,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,995329778,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",100,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,995329778,"B1","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",100,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,995329778,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"89",100,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,995329778,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"90",100,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,995329778,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",250,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,716539135,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",250,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,716539135,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",250,"1 1 1 1 0 0","E1","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,716539135,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
