"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3","HC4","HC4m","HC5","HC0_fp","HC1_fp","HC2_fp","HC3_fp","HC4_fp","HC4m_fp","HC5_fp"
"336",250,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,1007538332,"B0","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"337",250,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,1007538332,"B1","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338",250,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,1007538332,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"339",250,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,1007538332,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"340",250,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,1007538332,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,164911574,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,164911574,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,164911574,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,164911574,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,164911574,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,164911574,"B0","Power",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"347",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,164911574,"B1","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"348",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,164911574,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"349",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,164911574,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"350",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,164911574,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,830731422,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,830731422,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,830731422,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,830731422,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,830731422,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,830731422,"B0","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"357",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,830731422,"B1","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"358",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,830731422,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"359",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,830731422,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"360",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,830731422,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,897109974,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,897109974,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,897109974,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,897109974,"B3","Size",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"365",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,897109974,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,897109974,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,897109974,"B1","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,897109974,"B2","Power",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"369",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,897109974,"B3","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,897109974,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,598103649,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,598103649,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,598103649,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,598103649,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,598103649,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,598103649,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,598103649,"B1","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,598103649,"B2","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,598103649,"B3","Power",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"380",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,598103649,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,269814082,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,269814082,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,269814082,"B2","Size",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"384",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,269814082,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,269814082,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,269814082,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,269814082,"B1","Power",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
"388",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,269814082,"B2","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,269814082,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"390",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,269814082,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,538207262,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,538207262,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,538207262,"B2","Size",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,538207262,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,538207262,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,538207262,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,538207262,"B1","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,538207262,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"399",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,538207262,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"400",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,538207262,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,864044474,"B0","Size",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"402",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,864044474,"B1","Size",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"403",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,864044474,"B2","Size",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"404",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,864044474,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,864044474,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,864044474,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,864044474,"B1","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"408",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,864044474,"B2","Power",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"409",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,864044474,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"410",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,864044474,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,256771080,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,256771080,"B1","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,256771080,"B2","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,256771080,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,256771080,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,256771080,"B0","Power",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"417",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,256771080,"B1","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,256771080,"B2","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"419",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,256771080,"B3","Power",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"420",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,256771080,"B4","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,276854345,"B0","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,276854345,"B1","Size",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"423",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,276854345,"B2","Size",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"424",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,276854345,"B3","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,276854345,"B4","Size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,276854345,"B0","Power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,276854345,"B1","Power",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"428",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5 HC0_fp HC1_fp HC2_fp HC3_fp HC4_fp HC4m_fp HC5_fp",1,276854345,"B2","Power",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
