"","X","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10","percentNA"
"22287",237,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC2","x3","power","Satt",1,1,1,0
"22288",238,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC2","x3","size","Satt",0.015,0.059,0.119,0
"22289",239,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC2","x4","power","Satt",0.012,0.054,0.094,0
"22290",240,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC2","x4","size","Satt",0.012,0.054,0.094,0
"22291",241,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC3","x0","power","Satt",0.289,0.53,0.652,0
"22292",242,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC3","x0","size","Satt",0.01,0.032,0.07,0
"22293",243,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC3","x1","power","Satt",0.392,0.651,0.764,0
"22294",244,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC3","x1","size","Satt",0.01,0.042,0.085,0
"22295",245,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC3","x2","power","Satt",1,1,1,0
"22296",246,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC3","x2","size","Satt",0.013,0.058,0.11,0
"22297",247,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC3","x3","power","Satt",1,1,1,0
"22298",248,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC3","x3","size","Satt",0.014,0.056,0.106,0
"22299",249,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC3","x4","power","Satt",0.012,0.052,0.09,0
"22300",250,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC3","x4","size","Satt",0.012,0.052,0.09,0
"22301",251,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4","x0","power","Satt",0.288,0.528,0.652,0
"22302",252,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4","x0","size","Satt",0.01,0.032,0.07,0
"22303",253,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4","x1","power","Satt",0.383,0.644,0.756,0
"22304",254,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4","x1","size","Satt",0.009,0.041,0.086,0
"22305",255,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4","x2","power","Satt",1,1,1,0
"22306",256,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4","x2","size","Satt",0.013,0.06,0.111,0
"22307",257,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4","x3","power","Satt",0.993,0.996,0.997,0
"22308",258,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4","x3","size","Satt",0.012,0.046,0.094,0
"22309",259,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4","x4","power","Satt",0.012,0.053,0.091,0
"22310",260,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4","x4","size","Satt",0.012,0.053,0.091,0
"22311",261,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4m","x0","power","Satt",0.286,0.529,0.648,0
"22312",262,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4m","x0","size","Satt",0.01,0.032,0.068,0
"22313",263,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4m","x1","power","Satt",0.388,0.646,0.761,0
"22314",264,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4m","x1","size","Satt",0.01,0.042,0.085,0
"22315",265,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4m","x2","power","Satt",1,1,1,0
"22316",266,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4m","x2","size","Satt",0.013,0.056,0.107,0
"22317",267,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4m","x3","power","Satt",0.999,1,1,0
"22318",268,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4m","x3","size","Satt",0.013,0.053,0.101,0
"22319",269,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4m","x4","power","Satt",0.012,0.052,0.088,0
"22320",270,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC4m","x4","size","Satt",0.012,0.052,0.088,0
"22321",271,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC5","x0","power","Satt",0.295,0.532,0.657,0
"22322",272,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC5","x0","size","Satt",0.01,0.033,0.073,0
"22323",273,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC5","x1","power","Satt",0.391,0.646,0.76,0
"22324",274,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC5","x1","size","Satt",0.009,0.045,0.086,0
"22325",275,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC5","x2","power","Satt",0.997,0.997,0.997,0
"22326",276,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC5","x2","size","Satt",0.013,0.067,0.115,0
"22327",277,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC5","x3","power","Satt",0.973,0.981,0.985,0
"22328",278,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC5","x3","size","Satt",0.014,0.055,0.103,0
"22329",279,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC5","x4","power","Satt",0.013,0.054,0.093,0
"22330",280,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC5","x4","size","Satt",0.013,0.054,0.093,0
"22331",281,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC0","x0","power","Satt",0.62,0.824,0.89,0
"22332",282,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC0","x0","size","Satt",0.009,0.056,0.11,0
"22333",283,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC0","x1","power","Satt",0.772,0.908,0.951,0
"22334",284,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC0","x1","size","Satt",0.009,0.061,0.118,0
"22335",285,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC0","x2","power","Satt",1,1,1,0
"22336",286,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC0","x2","size","Satt",0.012,0.075,0.114,0
"22337",287,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC0","x3","power","Satt",1,1,1,0
"22338",288,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC0","x3","size","Satt",0.01,0.047,0.1,0
"22339",289,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC0","x4","power","Satt",0.011,0.059,0.084,0
"22340",290,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC0","x4","size","Satt",0.011,0.059,0.084,0
"22341",291,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC1","x0","power","Satt",0.615,0.818,0.889,0
"22342",292,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC1","x0","size","Satt",0.007,0.056,0.109,0
"22343",293,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC1","x1","power","Satt",0.768,0.905,0.951,0
"22344",294,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC1","x1","size","Satt",0.009,0.059,0.117,0
"22345",295,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC1","x2","power","Satt",1,1,1,0
"22346",296,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC1","x2","size","Satt",0.011,0.074,0.113,0
"22347",297,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC1","x3","power","Satt",1,1,1,0
"22348",298,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC1","x3","size","Satt",0.01,0.046,0.1,0
"22349",299,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC1","x4","power","Satt",0.009,0.058,0.083,0
"22350",300,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC1","x4","size","Satt",0.009,0.058,0.083,0
"22351",301,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC2","x0","power","Satt",0.613,0.818,0.889,0
"22352",302,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC2","x0","size","Satt",0.007,0.056,0.108,0
"22353",303,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC2","x1","power","Satt",0.766,0.902,0.95,0
"22354",304,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC2","x1","size","Satt",0.009,0.058,0.117,0
"22355",305,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC2","x2","power","Satt",1,1,1,0
"22356",306,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC2","x2","size","Satt",0.011,0.074,0.113,0
"22357",307,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC2","x3","power","Satt",1,1,1,0
"22358",308,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC2","x3","size","Satt",0.01,0.046,0.096,0
"22359",309,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC2","x4","power","Satt",0.009,0.058,0.083,0
"22360",310,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC2","x4","size","Satt",0.009,0.058,0.083,0
"22361",311,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC3","x0","power","Satt",0.608,0.816,0.889,0
"22362",312,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC3","x0","size","Satt",0.006,0.055,0.104,0
"22363",313,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC3","x1","power","Satt",0.76,0.899,0.948,0
"22364",314,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC3","x1","size","Satt",0.009,0.056,0.115,0
"22365",315,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC3","x2","power","Satt",1,1,1,0
"22366",316,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC3","x2","size","Satt",0.009,0.073,0.111,0
"22367",317,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC3","x3","power","Satt",1,1,1,0
"22368",318,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC3","x3","size","Satt",0.009,0.041,0.093,0
"22369",319,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC3","x4","power","Satt",0.009,0.056,0.08,0
"22370",320,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC3","x4","size","Satt",0.009,0.056,0.08,0
"22371",321,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4","x0","power","Satt",0.607,0.815,0.889,0
"22372",322,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4","x0","size","Satt",0.006,0.054,0.103,0
"22373",323,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4","x1","power","Satt",0.757,0.897,0.948,0
"22374",324,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4","x1","size","Satt",0.009,0.056,0.113,0
"22375",325,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4","x2","power","Satt",1,1,1,0
"22376",326,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4","x2","size","Satt",0.009,0.073,0.111,0
"22377",327,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4","x3","power","Satt",1,1,1,0
"22378",328,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4","x3","size","Satt",0.006,0.033,0.083,0
"22379",329,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4","x4","power","Satt",0.009,0.058,0.082,0
"22380",330,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4","x4","size","Satt",0.009,0.058,0.082,0
"22381",331,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4m","x0","power","Satt",0.608,0.814,0.889,0
"22382",332,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4m","x0","size","Satt",0.006,0.054,0.104,0
"22383",333,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4m","x1","power","Satt",0.76,0.897,0.948,0
"22384",334,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4m","x1","size","Satt",0.009,0.054,0.115,0
"22385",335,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4m","x2","power","Satt",1,1,1,0
"22386",336,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4m","x2","size","Satt",0.009,0.073,0.111,0
"22387",337,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4m","x3","power","Satt",1,1,1,0
"22388",338,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4m","x3","size","Satt",0.009,0.039,0.091,0
"22389",339,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4m","x4","power","Satt",0.009,0.055,0.08,0
"22390",340,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC4m","x4","size","Satt",0.009,0.055,0.08,0
"22391",341,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC5","x0","power","Satt",0.611,0.816,0.888,0
"22392",342,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC5","x0","size","Satt",0.006,0.053,0.106,0
"22393",343,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC5","x1","power","Satt",0.759,0.899,0.947,0
"22394",344,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC5","x1","size","Satt",0.009,0.055,0.112,0
"22395",345,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC5","x2","power","Satt",1,1,1,0
"22396",346,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC5","x2","size","Satt",0.01,0.074,0.113,0
"22397",347,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC5","x3","power","Satt",0.988,0.993,0.997,0
"22398",348,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC5","x3","size","Satt",0.007,0.034,0.084,0
"22399",349,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC5","x4","power","Satt",0.009,0.058,0.083,0
"22400",350,500,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,525081551,"HC5","x4","size","Satt",0.009,0.058,0.083,0
"22401",351,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC0","x0","power","Satt",0.048,0.131,0.208,0
"22402",352,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC0","x0","size","Satt",0.033,0.094,0.153,0
"22403",353,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC0","x1","power","Satt",0.056,0.141,0.202,0
"22404",354,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC0","x1","size","Satt",0.034,0.101,0.16,0
"22405",355,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC0","x2","power","Satt",0.434,0.647,0.745,0
"22406",356,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC0","x2","size","Satt",0.028,0.08,0.162,0
"22407",357,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC0","x3","power","Satt",0.601,0.773,0.851,0
"22408",358,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC0","x3","size","Satt",0.047,0.113,0.188,0
"22409",359,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC0","x4","power","Satt",0.033,0.101,0.157,0
"22410",360,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC0","x4","size","Satt",0.033,0.101,0.157,0
"22411",361,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC1","x0","power","Satt",0.031,0.103,0.17,0
"22412",362,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC1","x0","size","Satt",0.019,0.068,0.115,0
"22413",363,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC1","x1","power","Satt",0.033,0.107,0.174,0
"22414",364,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC1","x1","size","Satt",0.025,0.072,0.124,0
"22415",365,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC1","x2","power","Satt",0.362,0.576,0.689,0
"22416",366,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC1","x2","size","Satt",0.014,0.054,0.12,0
"22417",367,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC1","x3","power","Satt",0.524,0.725,0.807,0
"22418",368,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC1","x3","size","Satt",0.029,0.088,0.141,0
"22419",369,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC1","x4","power","Satt",0.02,0.07,0.125,0
"22420",370,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC1","x4","size","Satt",0.02,0.07,0.125,0
"22421",371,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC2","x0","power","Satt",0.021,0.091,0.154,0
"22422",372,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC2","x0","size","Satt",0.014,0.059,0.104,0
"22423",373,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC2","x1","power","Satt",0.029,0.09,0.15,0
"22424",374,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC2","x1","size","Satt",0.019,0.058,0.11,0
"22425",375,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC2","x2","power","Satt",0.314,0.548,0.666,0
"22426",376,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC2","x2","size","Satt",0.011,0.046,0.102,0
"22427",377,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC2","x3","power","Satt",0.368,0.609,0.735,0
"22428",378,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC2","x3","size","Satt",0.012,0.052,0.104,0
"22429",379,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC2","x4","power","Satt",0.016,0.059,0.112,0
"22430",380,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC2","x4","size","Satt",0.016,0.059,0.112,0
"22431",381,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC3","x0","power","Satt",0.007,0.037,0.085,0
"22432",382,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC3","x0","size","Satt",0.006,0.023,0.054,0
"22433",383,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC3","x1","power","Satt",0.011,0.039,0.083,0
"22434",384,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC3","x1","size","Satt",0.004,0.025,0.054,0
"22435",385,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC3","x2","power","Satt",0.16,0.392,0.532,0
"22436",386,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC3","x2","size","Satt",0.003,0.022,0.048,0
"22437",387,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC3","x3","power","Satt",0.114,0.293,0.422,0
"22438",388,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC3","x3","size","Satt",0.004,0.01,0.029,0
"22439",389,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC3","x4","power","Satt",0.004,0.029,0.065,0
"22440",390,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC3","x4","size","Satt",0.004,0.029,0.065,0
"22441",391,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4","x0","power","Satt",0.007,0.04,0.092,0
"22442",392,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4","x0","size","Satt",0.005,0.027,0.052,0
"22443",393,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4","x1","power","Satt",0.011,0.036,0.081,0
"22444",394,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4","x1","size","Satt",0.004,0.026,0.053,0
"22445",395,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4","x2","power","Satt",0.167,0.36,0.492,0
"22446",396,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4","x2","size","Satt",0.003,0.027,0.051,0
"22447",397,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4","x3","power","Satt",0.094,0.22,0.32,0
"22448",398,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4","x3","size","Satt",0.003,0.013,0.028,0
"22449",399,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4","x4","power","Satt",0.008,0.037,0.066,0
"22450",400,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4","x4","size","Satt",0.008,0.037,0.066,0
"22451",401,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4m","x0","power","Satt",0.004,0.024,0.067,0
"22452",402,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4m","x0","size","Satt",0.003,0.019,0.035,0
"22453",403,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4m","x1","power","Satt",0.004,0.029,0.062,0
"22454",404,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4m","x1","size","Satt",0.002,0.019,0.04,0
"22455",405,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4m","x2","power","Satt",0.093,0.311,0.458,0
"22456",406,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4m","x2","size","Satt",0.001,0.015,0.036,0
"22457",407,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4m","x3","power","Satt",0.063,0.178,0.299,0
"22458",408,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4m","x3","size","Satt",0.001,0.006,0.019,0
"22459",409,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4m","x4","power","Satt",0.003,0.025,0.051,0
"22460",410,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC4m","x4","size","Satt",0.003,0.025,0.051,0
"22461",411,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC5","x0","power","Satt",0.025,0.094,0.162,0
"22462",412,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC5","x0","size","Satt",0.013,0.057,0.105,0
"22463",413,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC5","x1","power","Satt",0.025,0.089,0.151,0
"22464",414,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC5","x1","size","Satt",0.019,0.054,0.108,0
"22465",415,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC5","x2","power","Satt",0.327,0.562,0.67,0
"22466",416,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC5","x2","size","Satt",0.013,0.052,0.12,0
"22467",417,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC5","x3","power","Satt",0.267,0.481,0.617,0
"22468",418,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC5","x3","size","Satt",0.009,0.036,0.083,0
"22469",419,25,"1 1 1 1 0 0","T T T T T F","E1","En","Satt",1000,246120222,"HC5","x4","power","Satt",0.018,0.066,0.121,0
