"","X","IDVAR","step","n","B","Estructs","whichX","Edist","iterations","seed",".id","Adjustment","Beta","M.Coef","Var.Coef","M.sd_e","Var.sd_e","M.df","Var.df","M.B","Var.B","M.t","Var.t","M.lb","Var.lb","M.ub","Var.ub","M.captured","Var.captured","M.rejectNull","Var.rejectNull"
"8958",8958,1118,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E3","HC5","B2",0.992381445,0.057113824,0.242916845,0.000383789,495,0,1,0,1.964767992,0,0.515106204,0.058524634,1.469656686,0.058666106,0.955,0.043018018,0.021,0.02057958
"8959",8959,1119,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E3","HC5","B3",0.996599202,0.102501295,0.3124133,0.003963745,495,0,1,0,1.964767992,0,0.38277955,0.116325077,1.610418854,0.119280109,0.941,0.055574575,0.138,0.119075075
"8960",8960,1120,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E3","HC5","B4",-0.001378373,0.011340286,0.103352997,6.76e-05,495,0,0,0,1.964767992,0,-0.204443034,0.011597657,0.201686288,0.01160458,0.944,0.052916917,0.944,0.052916917
"8961",8961,1121,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC0","B0",0.980258599,1.290707308,1.115660968,0.007182773,495,0,1,0,1.964767992,0,-1.21175636,1.315798773,3.172273558,1.321071352,0.948,0.049345345,0.847,0.129720721
"8962",8962,1122,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC0","B1",1.025067241,1.099453023,1.03113,0.008672069,495,0,1,0,1.964767992,0,-1.000863979,1.13659981,3.05099846,1.129260041,0.949,0.048447447,0.827,0.143214214
"8963",8963,1123,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC0","B2",0.992084767,0.06256178,0.250401167,0.000418739,495,0,1,0,1.964767992,0,0.50010457,0.063594725,1.484064964,0.06476176,0.955,0.043018018,0.031,0.030069069
"8964",8964,1124,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC0","B3",0.997016762,0.079773343,0.276316109,0.002524143,495,0,1,0,1.964767992,0,0.454119715,0.089899748,1.539913809,0.089134901,0.941,0.055574575,0.066,0.061705706
"8965",8965,1125,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC0","B4",-0.001511895,0.012086809,0.106695909,6.3e-05,495,0,0,0,1.964767992,0,-0.211144602,0.012331402,0.208120812,0.012328534,0.944,0.052916917,0.944,0.052916917
"8966",8966,1126,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC1","B0",0.980258599,1.290707308,1.121281461,0.007255327,495,0,1,0,1.964767992,0,-1.222799327,1.31606557,3.183316524,1.321364712,0.949,0.048447447,0.851,0.126925926
"8967",8967,1127,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC1","B1",1.025067241,1.099453023,1.036324643,0.008759666,495,0,1,0,1.964767992,0,-1.011070247,1.136956449,3.061204728,1.129579704,0.949,0.048447447,0.83,0.141241241
"8968",8968,1128,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC1","B2",0.992084767,0.06256178,0.251662641,0.000422969,495,0,1,0,1.964767992,0,0.497626065,0.063608113,1.48654347,0.064781028,0.956,0.042106106,0.031,0.030069069
"8969",8969,1129,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC1","B3",0.997016762,0.079773343,0.277708139,0.002549639,495,0,1,0,1.964767992,0,0.4513847,0.090000098,1.542648824,0.089231399,0.944,0.052916917,0.07,0.065165165
"8970",8970,1130,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC1","B4",-0.001511895,0.012086809,0.107233423,6.36e-05,495,0,0,0,1.964767992,0,-0.212200692,0.012333866,0.209176903,0.012330983,0.946,0.051135135,0.946,0.051135135
"8971",8971,1131,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC2","B0",0.980258599,1.290707308,1.126049692,0.007523329,495,0,1,0,1.964767992,0,-1.232167793,1.317035439,3.192684991,1.32246399,0.95,0.047547548,0.853,0.125516517
"8972",8972,1132,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC2","B1",1.025067241,1.099453023,1.043144348,0.009508459,495,0,1,0,1.964767992,0,-1.024469386,1.139485237,3.074603867,1.132832069,0.95,0.047547548,0.836,0.137241241
"8973",8973,1133,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC2","B2",0.992084767,0.06256178,0.252507455,0.000431491,495,0,1,0,1.964767992,0,0.495966202,0.063644008,1.488203333,0.064810934,0.957,0.041192192,0.031,0.030069069
"8974",8974,1134,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC2","B3",0.997016762,0.079773343,0.282506438,0.002873364,495,0,1,0,1.964767992,0,0.441957155,0.091057232,1.552076369,0.090673622,0.95,0.047547548,0.076,0.070294294
"8975",8975,1135,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC2","B4",-0.001511895,0.012086809,0.107531401,6.51e-05,495,0,0,0,1.964767992,0,-0.21278615,0.012341067,0.20976236,0.012335414,0.947,0.050241241,0.947,0.050241241
"8976",8976,1136,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC3","B0",0.980258599,1.290707308,1.136822019,0.007927385,495,0,1,0,1.964767992,0,-1.253332917,1.318601404,3.213850114,1.324017591,0.952,0.045741742,0.858,0.121957958
"8977",8977,1137,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC3","B1",1.025067241,1.099453023,1.055745451,0.010562349,495,0,1,0,1.964767992,0,-1.049227628,1.143015617,3.099362109,1.137438383,0.951,0.046645646,0.838,0.135891892
"8978",8978,1138,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC3","B2",0.992084767,0.06256178,0.254659835,0.000445327,495,0,1,0,1.964767992,0,0.491737275,0.063698731,1.49243226,0.064863032,0.959,0.039358358,0.031,0.030069069
"8979",8979,1139,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC3","B3",0.997016762,0.079773343,0.289076155,0.003306611,495,0,1,0,1.964767992,0,0.429049186,0.092512986,1.564984338,0.092562807,0.955,0.043018018,0.082,0.075351351
"8980",8980,1140,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC3","B4",-0.001511895,0.012086809,0.108384586,6.76e-05,495,0,0,0,1.964767992,0,-0.214462461,0.012352001,0.211438671,0.012343291,0.949,0.048447447,0.949,0.048447447
"8981",8981,1141,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC4","B0",0.980258599,1.290707308,1.118022683,0.007258869,495,0,1,0,1.964767992,0,-1.216396583,1.316066217,3.17691378,1.321391415,0.949,0.048447447,0.849,0.128327327
"8982",8982,1142,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC4","B1",1.025067241,1.099453023,1.033847823,0.008848586,495,0,1,0,1.964767992,0,-1.00620387,1.137243549,3.056338351,1.129979127,0.949,0.048447447,0.83,0.141241241
"8983",8983,1143,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC4","B2",0.992084767,0.06256178,0.250882407,0.000421651,495,0,1,0,1.964767992,0,0.499159043,0.06360568,1.485010491,0.064773292,0.955,0.043018018,0.031,0.030069069
"8984",8984,1144,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC4","B3",0.997016762,0.079773343,0.277709863,0.002597939,495,0,1,0,1.964767992,0,0.451381313,0.0901363,1.542652211,0.089468104,0.943,0.053804805,0.068,0.063439439
"8985",8985,1145,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC4","B4",-0.001511895,0.012086809,0.106886775,6.35e-05,495,0,0,0,1.964767992,0,-0.21151961,0.01233355,0.20849582,0.012330033,0.945,0.052027027,0.945,0.052027027
"8986",8986,1146,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC4m","B0",0.980258599,1.290707308,1.120403231,0.007337737,495,0,1,0,1.964767992,0,-1.221073807,1.316347127,3.181591005,1.321719413,0.949,0.048447447,0.85,0.127627628
"8987",8987,1147,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC4m","B1",1.025067241,1.099453023,1.036594326,0.009033853,495,0,1,0,1.964767992,0,-1.011600112,1.137914398,3.061734593,1.130738649,0.949,0.048447447,0.83,0.141241241
"8988",8988,1148,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC4m","B2",0.992084767,0.06256178,0.251365959,0.000424615,495,0,1,0,1.964767992,0,0.498208977,0.063616883,1.485960558,0.064784971,0.955,0.043018018,0.031,0.030069069
"8989",8989,1149,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC4m","B3",0.997016762,0.079773343,0.279122388,0.002675265,495,0,1,0,1.964767992,0,0.448606028,0.090385026,1.545427496,0.08981638,0.944,0.052916917,0.07,0.065165165
"8990",8990,1150,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC4m","B4",-0.001511895,0.012086809,0.107078526,6.39e-05,495,0,0,0,1.964767992,0,-0.211896355,0.01233575,0.208872565,0.012331574,0.946,0.051135135,0.946,0.051135135
"8991",8991,1151,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC5","B0",0.980258599,1.290707308,1.118022683,0.007258869,495,0,1,0,1.964767992,0,-1.216396583,1.316066217,3.17691378,1.321391415,0.949,0.048447447,0.849,0.128327327
"8992",8992,1152,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC5","B1",1.025067241,1.099453023,1.033847823,0.008848586,495,0,1,0,1.964767992,0,-1.00620387,1.137243549,3.056338351,1.129979127,0.949,0.048447447,0.83,0.141241241
"8993",8993,1153,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC5","B2",0.992084767,0.06256178,0.250882407,0.000421651,495,0,1,0,1.964767992,0,0.499159043,0.06360568,1.485010491,0.064773292,0.955,0.043018018,0.031,0.030069069
"8994",8994,1154,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC5","B3",0.997016762,0.079773343,0.277709863,0.002597939,495,0,1,0,1.964767992,0,0.451381313,0.0901363,1.542652211,0.089468104,0.943,0.053804805,0.068,0.063439439
"8995",8995,1155,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E4","HC5","B4",-0.001511895,0.012086809,0.106886775,6.35e-05,495,0,0,0,1.964767992,0,-0.21151961,0.01233355,0.20849582,0.012330033,0.945,0.052027027,0.945,0.052027027
"8996",8996,1156,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC0","B0",0.983136577,0.182588741,0.420263812,0.000701498,495,0,1,0,1.964767992,0,0.157415692,0.186107228,1.808857462,0.184486259,0.948,0.049345345,0.357,0.229780781
"8997",8997,1157,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC0","B1",1.01347194,0.137647793,0.364833751,0.000605698,495,0,1,0,1.964767992,0,0.296658264,0.140049381,1.730285616,0.139922575,0.945,0.052027027,0.208,0.164900901
"8998",8998,1158,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC0","B2",0.996181211,0.008691147,0.093531665,3.62e-05,495,0,1,0,1.964767992,0,0.812413188,0.008767915,1.179949234,0.008893646,0.95,0.047547548,0,0
"8999",8999,1159,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC0","B3",0.99975987,0.006044183,0.075327579,8.18e-05,495,0,1,0,1.964767992,0,0.851758653,0.006368832,1.147761086,0.006351433,0.94,0.056456456,0,0
"9000",9000,1160,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC0","B4",0.000230584,0.001649527,0.0398464,5.72e-06,495,0,0,0,1.964767992,0,-0.078058348,0.001667937,0.078519516,0.001675271,0.945,0.052027027,0.945,0.052027027
"9001",9001,1161,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC1","B0",0.983136577,0.182588741,0.422381023,0.000708584,495,0,1,0,1.964767992,0,0.153255863,0.186138664,1.813017292,0.184509529,0.949,0.048447447,0.361,0.23090991
"9002",9002,1162,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC1","B1",1.01347194,0.137647793,0.366671716,0.000611816,495,0,1,0,1.964767992,0,0.29304709,0.140073319,1.733896791,0.139945874,0.946,0.051135135,0.211,0.166645646
"9003",9003,1163,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC1","B2",0.996181211,0.008691147,0.094002861,3.65e-05,495,0,1,0,1.964767992,0,0.811487399,0.008769009,1.180875023,0.008895373,0.951,0.046645646,0,0
"9004",9004,1164,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC1","B3",0.99975987,0.006044183,0.075707066,8.27e-05,495,0,1,0,1.964767992,0,0.85101305,0.006372068,1.148506689,0.00635458,0.94,0.056456456,0,0
"9005",9005,1165,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC1","B4",0.000230584,0.001649527,0.040047139,5.78e-06,495,0,0,0,1.964767992,0,-0.078452753,0.001668142,0.078913921,0.001675512,0.947,0.050241241,0.947,0.050241241
"9006",9006,1166,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC2","B0",0.983136577,0.182588741,0.42323252,0.000716247,495,0,1,0,1.964767992,0,0.151582869,0.186170946,1.814690286,0.184536416,0.949,0.048447447,0.361,0.23090991
"9007",9007,1167,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC2","B1",1.01347194,0.137647793,0.36777692,0.000624127,495,0,1,0,1.964767992,0,0.290875621,0.140112594,1.73606826,0.140001646,0.946,0.051135135,0.214,0.168372372
"9008",9008,1168,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC2","B2",0.996181211,0.008691147,0.094192156,3.69e-05,495,0,1,0,1.964767992,0,0.811115477,0.008771134,1.181246945,0.008895953,0.952,0.045741742,0,0
"9009",9009,1169,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC2","B3",0.99975987,0.006044183,0.076456049,8.82e-05,495,0,1,0,1.964767992,0,0.849541472,0.006387268,1.149978268,0.006381882,0.942,0.054690691,0,0
"9010",9010,1170,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC2","B4",0.000230584,0.001649527,0.040105838,5.82e-06,495,0,0,0,1.964767992,0,-0.078568083,0.001668319,0.079029251,0.001675671,0.947,0.050241241,0.947,0.050241241
"9011",9011,1171,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC3","B0",0.983136577,0.182588741,0.426260121,0.000731937,495,0,1,0,1.964767992,0,0.145634336,0.186237427,1.820638818,0.184591065,0.949,0.048447447,0.363,0.231462462
"9012",9012,1172,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC3","B1",1.01347194,0.137647793,0.37080317,0.000645038,495,0,1,0,1.964767992,0,0.28492974,0.140180235,1.742014141,0.140095449,0.949,0.048447447,0.223,0.173444444
"9013",9013,1173,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC3","B2",0.996181211,0.008691147,0.094861541,3.76e-05,495,0,1,0,1.964767992,0,0.809800291,0.008774514,1.182562131,0.00889828,0.952,0.045741742,0,0
"9014",9014,1174,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC3","B3",0.99975987,0.006044183,0.077644979,9.59e-05,495,0,1,0,1.964767992,0,0.8472055,0.006409812,1.152314239,0.006419197,0.943,0.053804805,0,0
"9015",9015,1175,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC3","B4",0.000230584,0.001649527,0.040368551,5.93e-06,495,0,0,0,1.964767992,0,-0.079084252,0.00166873,0.079545421,0.001676075,0.947,0.050241241,0.947,0.050241241
"9016",9016,1176,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC4","B0",0.983136577,0.182588741,0.420942976,0.000705009,495,0,1,0,1.964767992,0,0.156081292,0.186124027,1.810191862,0.184496566,0.949,0.048447447,0.358,0.230066066
"9017",9017,1177,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC4","B1",1.01347194,0.137647793,0.365504909,0.000609915,495,0,1,0,1.964767992,0,0.295339595,0.140064502,1.731604286,0.139940012,0.945,0.052027027,0.208,0.164900901
"9018",9018,1178,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC4","B2",0.996181211,0.008691147,0.093683089,3.63e-05,495,0,1,0,1.964767992,0,0.812115676,0.008768701,1.180246746,0.008894183,0.95,0.047547548,0,0
"9019",9019,1179,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC4","B3",0.99975987,0.006044183,0.075582424,8.32e-05,495,0,1,0,1.964767992,0,0.851257942,0.006372407,1.148261797,0.006358378,0.94,0.056456456,0,0
"9020",9020,1180,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC4","B4",0.000230584,0.001649527,0.039905863,5.74e-06,495,0,0,0,1.964767992,0,-0.078175179,0.001668032,0.078636347,0.001675353,0.945,0.052027027,0.945,0.052027027
"9021",9021,1181,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC4m","B0",0.983136577,0.182588741,0.421625104,0.000708573,495,0,1,0,1.964767992,0,0.154741068,0.186140992,1.811532086,0.184507116,0.949,0.048447447,0.36,0.230630631
"9022",9022,1182,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC4m","B1",1.01347194,0.137647793,0.366180174,0.000614245,495,0,1,0,1.964767992,0,0.294012855,0.140079932,1.732931025,0.139958013,0.946,0.051135135,0.21,0.166066066
"9023",9023,1183,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC4m","B2",0.996181211,0.008691147,0.093834973,3.65e-05,495,0,1,0,1.964767992,0,0.81181726,0.008769496,1.180545162,0.008894724,0.951,0.046645646,0,0
"9024",9024,1184,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC4m","B3",0.99975987,0.006044183,0.075840248,8.46e-05,495,0,1,0,1.964767992,0,0.850751378,0.006376137,1.148768361,0.006365631,0.94,0.056456456,0,0
"9025",9025,1185,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC4m","B4",0.000230584,0.001649527,0.039965494,5.77e-06,495,0,0,0,1.964767992,0,-0.07829234,0.001668128,0.078753508,0.001675437,0.947,0.050241241,0.947,0.050241241
"9026",9026,1186,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC5","B0",0.983136577,0.182588741,0.420942976,0.000705009,495,0,1,0,1.964767992,0,0.156081292,0.186124027,1.810191862,0.184496566,0.949,0.048447447,0.358,0.230066066
"9027",9027,1187,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC5","B1",1.01347194,0.137647793,0.365504909,0.000609915,495,0,1,0,1.964767992,0,0.295339595,0.140064502,1.731604286,0.139940012,0.945,0.052027027,0.208,0.164900901
"9028",9028,1188,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC5","B2",0.996181211,0.008691147,0.093683089,3.63e-05,495,0,1,0,1.964767992,0,0.812115676,0.008768701,1.180246746,0.008894183,0.95,0.047547548,0,0
"9029",9029,1189,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC5","B3",0.99975987,0.006044183,0.075582424,8.32e-05,495,0,1,0,1.964767992,0,0.851257942,0.006372407,1.148261797,0.006358378,0.94,0.056456456,0,0
"9030",9030,1190,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E5","HC5","B4",0.000230584,0.001649527,0.039905863,5.74e-06,495,0,0,0,1.964767992,0,-0.078175179,0.001668032,0.078636347,0.001675353,0.945,0.052027027,0.945,0.052027027
"9031",9031,1191,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC0","B0",0.979963892,0.925966506,0.921952096,0.006400536,495,0,1,0,1.964767992,0,-0.831458076,0.950852434,2.79138586,0.950496724,0.945,0.052027027,0.813,0.152183183
"9032",9032,1192,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC0","B1",1.020522197,0.722514104,0.814401841,0.005443431,495,0,1,0,1.964767992,0,-0.579588472,0.744812112,2.620632867,0.742242791,0.943,0.053804805,0.746,0.189673674
"9033",9033,1193,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC0","B2",0.993218553,0.046063223,0.210367662,0.000299369,495,0,1,0,1.964767992,0,0.579894903,0.046653407,1.406542202,0.047784357,0.947,0.050241241,0.006,0.00596997
"9034",9034,1194,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC0","B3",0.999216664,0.029925153,0.16895476,0.00064113,495,0,1,0,1.964767992,0,0.66725976,0.032612548,1.331173568,0.032187682,0.944,0.052916917,0,0
"9035",9035,1195,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC0","B4",-0.000693899,0.00828289,0.089443626,4.81e-05,495,0,0,0,1.964767992,0,-0.176429872,0.008464311,0.175042075,0.008473098,0.95,0.047547548,0.95,0.047547548
"9036",9036,1196,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC1","B0",0.979963892,0.925966506,0.92659672,0.006465188,495,0,1,0,1.964767992,0,-0.840583685,0.951102907,2.800511469,0.950745405,0.947,0.050241241,0.813,0.152183183
"9037",9037,1197,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC1","B1",1.020522197,0.722514104,0.818504647,0.005498415,495,0,1,0,1.964767992,0,-0.587649534,0.74503084,2.628693929,0.742448575,0.944,0.052916917,0.748,0.188684685
"9038",9038,1198,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC1","B2",0.993218553,0.046063223,0.211427456,0.000302393,495,0,1,0,1.964767992,0,0.577812655,0.046662232,1.40862445,0.047798879,0.947,0.050241241,0.007,0.006957958
"9039",9039,1199,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC1","B3",0.999216664,0.029925153,0.169805923,0.000647606,495,0,1,0,1.964767992,0,0.665587422,0.032638618,1.332845906,0.032211612,0.945,0.052027027,0,0
"9040",9040,1200,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC1","B4",-0.000693899,0.00828289,0.089894227,4.86e-05,495,0,0,0,1.964767992,0,-0.177315198,0.008466166,0.175927401,0.008474998,0.95,0.047547548,0.95,0.047547548
"9041",9041,1201,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC2","B0",0.979963892,0.925966506,0.928427349,0.006540419,495,0,1,0,1.964767992,0,-0.844180446,0.951358504,2.80410823,0.951070641,0.948,0.049345345,0.813,0.152183183
"9042",9042,1202,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC2","B1",1.020522197,0.722514104,0.820921767,0.005610131,495,0,1,0,1.964767992,0,-0.592398614,0.745515768,2.633443008,0.742826167,0.944,0.052916917,0.748,0.188684685
"9043",9043,1203,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC2","B2",0.993218553,0.046063223,0.211856027,0.000305552,495,0,1,0,1.964767992,0,0.576970612,0.04667617,1.409466493,0.047809327,0.947,0.050241241,0.007,0.006957958
"9044",9044,1204,5,500,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,768684878,"E6","HC2","B3",0.999216664,0.029925153,0.171467099,0.000691708,495,0,1,0,1.964767992,0,0.662323596,0.032786324,1.336109732,0.032404401,0.948,0.049345345,0,0
