"","X","IDVAR","step","n","B","Estructs","whichX","Edist","iterations","seed",".id","Adjustment","Beta","M.Coef","Var.Coef","M.sd_e","Var.sd_e","M.df","Var.df","M.B","Var.B","M.t","Var.t","M.lb","Var.lb","M.ub","Var.ub","M.captured","Var.captured","M.rejectNull","Var.rejectNull"
"1",1,1,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC0","B0",0.978593318,3.178898016,1.459779418,0.163974172,20,0,1,0,2.085963447,0,-2.06645319,3.801625729,4.023639826,3.9831534,0.904,0.086870871,0.857,0.122673674
"2",2,2,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC0","B1",1.020394599,2.456923745,1.265079341,0.139688251,20,0,1,0,2.085963447,0,-1.618514665,3.170124876,3.659303862,2.959357805,0.901,0.089288288,0.807,0.155906907
"3",3,3,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC0","B2",0.997125992,0.145086467,0.316056701,0.008369656,20,0,1,0,2.085963447,0,0.337843266,0.169936677,1.656408717,0.193073077,0.897,0.092483483,0.209,0.165484484
"4",4,4,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC0","B3",0.994662815,0.147616764,0.271710838,0.013869955,20,0,1,0,2.085963447,0,0.427883939,0.212567073,1.561441691,0.203369561,0.854,0.124808809,0.149,0.126925926
"5",5,5,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC0","B4",0.000714213,0.026604447,0.132268299,0.001249602,20,0,0,0,2.085963447,0,-0.275192624,0.031327437,0.276621049,0.032756099,0.895,0.094069069,0.895,0.094069069
"6",6,6,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC1","B0",0.978593318,3.178898016,1.632083006,0.204967714,20,0,1,0,2.085963447,0,-2.425872175,3.969285398,4.383058811,4.172239504,0.943,0.053804805,0.899,0.09088989
"7",7,7,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC1","B1",1.020394599,2.456923745,1.414401702,0.174610314,20,0,1,0,2.085963447,0,-1.929995651,3.334518114,3.970784849,3.098873365,0.931,0.064303303,0.847,0.129720721
"8",8,8,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC1","B2",0.997125992,0.145086467,0.353362134,0.01046207,20,0,1,0,2.085963447,0,0.260025497,0.177675838,1.734226487,0.20354312,0.921,0.072831832,0.263,0.194025025
"9",9,9,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC1","B3",0.994662815,0.147616764,0.303781952,0.017337444,20,0,1,0,2.085963447,0,0.360984768,0.228197771,1.628340863,0.21791464,0.884,0.102646647,0.181,0.148387387
"10",10,10,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC1","B4",0.000714213,0.026604447,0.147880454,0.001562002,20,0,0,0,2.085963447,0,-0.307759008,0.032602452,0.309187433,0.034199745,0.929,0.066025025,0.929,0.066025025
"11",11,11,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC2","B0",0.978593318,3.178898016,1.68898238,0.239184048,20,0,1,0,2.085963447,0,-2.54456219,4.099831374,4.501748826,4.339460726,0.949,0.048447447,0.906,0.085249249
"12",12,12,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC2","B1",1.020394599,2.456923745,1.475429623,0.207931008,20,0,1,0,2.085963447,0,-2.057297665,3.495654255,4.098086862,3.227710129,0.939,0.057336336,0.857,0.122673674
"13",13,13,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC2","B2",0.997125992,0.145086467,0.366197696,0.012030561,20,0,1,0,2.085963447,0,0.233250983,0.184954875,1.761001,0.209913862,0.926,0.068592593,0.285,0.203978979
"14",14,14,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC2","B3",0.994662815,0.147616764,0.331117549,0.022046017,20,0,1,0,2.085963447,0,0.30396371,0.249614069,1.68536192,0.237474634,0.904,0.086870871,0.221,0.172331331
"15",15,15,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC2","B4",0.000714213,0.026604447,0.152185863,0.001746664,20,0,0,0,2.085963447,0,-0.316739935,0.033350401,0.31816836,0.035058812,0.933,0.062573574,0.933,0.062573574
"16",16,16,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC3","B0",0.978593318,3.178898016,1.991446426,0.390632936,20,0,1,0,2.085963447,0,-3.175491134,4.686032871,5.132677771,5.071241211,0.965,0.033808809,0.95,0.047547548
"17",17,17,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC3","B1",1.020394599,2.456923745,1.76339416,0.358390514,20,0,1,0,2.085963447,0,-2.657981161,4.217865343,4.698770359,3.814870936,0.958,0.040276276,0.913,0.079510511
"18",18,18,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC3","B2",0.997125992,0.145086467,0.429626775,0.018538218,20,0,1,0,2.085963447,0,0.100940244,0.21246635,1.89331174,0.239035184,0.954,0.043927928,0.391,0.238357357
"19",19,19,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC3","B3",0.994662815,0.147616764,0.425717882,0.047447689,20,0,1,0,2.085963447,0,0.106630874,0.363523479,1.882694756,0.344622947,0.951,0.046645646,0.358,0.230066066
"20",20,20,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC3","B4",0.000714213,0.026604447,0.17717786,0.002610689,20,0,0,0,2.085963447,0,-0.368872327,0.036921475,0.370300752,0.039006901,0.965,0.033808809,0.965,0.033808809
"21",21,21,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC4","B0",0.978593318,3.178898016,1.530926848,0.18513103,20,0,1,0,2.085963447,0,-2.214864127,3.880179098,4.172050763,4.088717316,0.921,0.072831832,0.872,0.111727728
"22",22,22,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC4","B1",1.020394599,2.456923745,1.32974902,0.158504017,20,0,1,0,2.085963447,0,-1.753413252,3.265272039,3.794202449,3.027954596,0.918,0.075351351,0.82,0.147747748
"23",23,23,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC4","B2",0.997125992,0.145086467,0.331761365,0.009427531,20,0,1,0,2.085963447,0,0.305083912,0.174034184,1.689168071,0.198181711,0.905,0.086061061,0.229,0.176735736
"24",24,24,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC4","B3",0.994662815,0.147616764,0.289124612,0.016004303,20,0,1,0,2.085963447,0,0.391559442,0.221993681,1.597766188,0.212517087,0.868,0.114690691,0.164,0.137241241
"25",25,25,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC4","B4",0.000714213,0.026604447,0.138517741,0.001389305,20,0,0,0,2.085963447,0,-0.288228731,0.03191901,0.289657156,0.033380296,0.908,0.08361962,0.908,0.08361962
"26",26,26,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC4m","B0",0.978593318,3.178898016,1.60810662,0.211111523,20,0,1,0,2.085963447,0,-2.37585831,3.976071825,4.333044946,4.218919495,0.939,0.057336336,0.895,0.094069069
"27",27,27,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC4m","B1",1.020394599,2.456923745,1.400492944,0.181860067,20,0,1,0,2.085963447,0,-1.900982491,3.383229306,3.941771689,3.113253051,0.928,0.066882883,0.838,0.135891892
"28",28,28,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC4m","B2",0.997125992,0.145086467,0.348685031,0.010701246,20,0,1,0,2.085963447,0,0.269781762,0.179042393,1.724470222,0.204257993,0.916,0.077021021,0.254,0.189673674
"29",29,29,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC4m","B3",0.994662815,0.147616764,0.309095738,0.018798735,20,0,1,0,2.085963447,0,0.349900404,0.234382075,1.639425226,0.224447199,0.888,0.099555556,0.182,0.149025025
"30",30,30,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC4m","B4",0.000714213,0.026604447,0.145233232,0.001556497,20,0,0,0,2.085963447,0,-0.302237001,0.032630325,0.303665427,0.034123963,0.924,0.070294294,0.924,0.070294294
"31",31,31,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC5","B0",0.978593318,3.178898016,1.530926848,0.18513103,20,0,1,0,2.085963447,0,-2.214864127,3.880179098,4.172050763,4.088717316,0.921,0.072831832,0.872,0.111727728
"32",32,32,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC5","B1",1.020394599,2.456923745,1.32974902,0.158504017,20,0,1,0,2.085963447,0,-1.753413252,3.265272039,3.794202449,3.027954596,0.918,0.075351351,0.82,0.147747748
"33",33,33,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC5","B2",0.997125992,0.145086467,0.331761365,0.009427531,20,0,1,0,2.085963447,0,0.305083912,0.174034184,1.689168071,0.198181711,0.905,0.086061061,0.229,0.176735736
"34",34,34,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC5","B3",0.994662815,0.147616764,0.289124612,0.016004303,20,0,1,0,2.085963447,0,0.391559442,0.221993681,1.597766188,0.212517087,0.868,0.114690691,0.164,0.137241241
"35",35,35,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E0","HC5","B4",0.000714213,0.026604447,0.138517741,0.001389305,20,0,0,0,2.085963447,0,-0.288228731,0.03191901,0.289657156,0.033380296,0.908,0.08361962,0.908,0.08361962
"36",36,36,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC0","B0",0.977375185,4.678274953,1.770125629,0.246663245,20,0,1,0,2.085963447,0,-2.715042175,5.658768789,4.669792545,5.844364798,0.906,0.085249249,0.872,0.111727728
"37",37,37,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC0","B1",1.025413156,3.723406673,1.55271588,0.213929495,20,0,1,0,2.085963447,0,-2.213495413,4.798925513,4.264321725,4.509606484,0.898,0.091687688,0.83,0.141241241
"38",38,38,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC0","B2",0.994948723,0.216704341,0.38599917,0.012514924,20,0,1,0,2.085963447,0,0.189768564,0.255445598,1.800128882,0.286874044,0.893,0.095646647,0.349,0.227426426
"39",39,39,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC0","B3",0.993895915,0.220697176,0.332502623,0.021154946,20,0,1,0,2.085963447,0,0.300307598,0.321874755,1.687484233,0.303620243,0.851,0.126925926,0.251,0.188187187
"40",40,40,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC0","B4",0.000261639,0.039897023,0.16187888,0.001914488,20,0,0,0,2.085963447,0,-0.337411788,0.046947968,0.337935065,0.049506884,0.899,0.09088989,0.899,0.09088989
"41",41,41,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC1","B0",0.977375185,4.678274953,1.979060618,0.308329056,20,0,1,0,2.085963447,0,-3.150872924,5.916138431,5.105623294,6.123641077,0.936,0.059963964,0.916,0.077021021
"42",42,42,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC1","B1",1.025413156,3.723406673,1.735989128,0.267411869,20,0,1,0,2.085963447,0,-2.595796711,5.048715084,4.646623023,4.725246576,0.932,0.063439439,0.867,0.115426426
"43",43,43,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC1","B2",0.994948723,0.216704341,0.431560192,0.015643654,20,0,1,0,2.085963447,0,0.094729939,0.267204655,1.895167508,0.302342726,0.921,0.072831832,0.416,0.243187187
"44",44,44,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC1","B3",0.993895915,0.220697176,0.371749234,0.026443683,20,0,1,0,2.085963447,0,0.218440602,0.345964662,1.769351229,0.325555497,0.881,0.104943944,0.286,0.204408408
"45",45,45,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC1","B4",0.000261639,0.039897023,0.18098609,0.00239311,20,0,0,0,2.085963447,0,-0.377268729,0.048879549,0.377792007,0.051740505,0.931,0.064303303,0.931,0.064303303
"46",46,46,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC2","B0",0.977375185,4.678274953,2.04780983,0.359187896,20,0,1,0,2.085963447,0,-3.294281267,6.112223378,5.249031637,6.370154523,0.944,0.052916917,0.921,0.072831832
"47",47,47,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC2","B1",1.025413156,3.723406673,1.809321133,0.316522966,20,0,1,0,2.085963447,0,-2.748764592,5.285461339,4.799590904,4.915889009,0.939,0.057336336,0.876,0.108732733
"48",48,48,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC2","B2",0.994948723,0.216704341,0.447126139,0.017976737,20,0,1,0,2.085963447,0,0.062259941,0.278091993,1.927637505,0.311759012,0.929,0.066025025,0.436,0.24615015
"49",49,49,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC2","B3",0.993895915,0.220697176,0.405188013,0.033646248,20,0,1,0,2.085963447,0,0.148688531,0.378816742,1.8391033,0.355383649,0.905,0.086061061,0.33,0.221321321
"50",50,50,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC2","B4",0.000261639,0.039897023,0.186261106,0.00268493,20,0,0,0,2.085963447,0,-0.388272219,0.050042095,0.388795497,0.05311752,0.935,0.060835836,0.935,0.060835836
"51",51,51,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC3","B0",0.977375185,4.678274953,2.414662637,0.583312033,20,0,1,0,2.085963447,0,-4.059522814,6.986806197,6.014273184,7.4460091,0.965,0.033808809,0.953,0.044835836
"52",52,52,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC3","B1",1.025413156,3.723406673,2.160407205,0.538907947,20,0,1,0,2.085963447,0,-3.481117304,6.35056909,5.531943616,5.78608366,0.959,0.039358358,0.932,0.063439439
"53",53,53,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC3","B2",0.994948723,0.216704341,0.524451649,0.027663576,20,0,1,0,2.085963447,0,-0.099038246,0.319267446,2.088935692,0.354883143,0.953,0.044835836,0.534,0.249093093
"54",54,54,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC3","B3",0.993895915,0.220697176,0.52083362,0.07185854,20,0,1,0,2.085963447,0,-0.092543978,0.55098123,2.080335809,0.515761133,0.95,0.047547548,0.486,0.250054054
"55",55,55,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC3","B4",0.000261639,0.039897023,0.216862396,0.004023635,20,0,0,0,2.085963447,0,-0.452105393,0.055530945,0.452628671,0.059278735,0.965,0.033808809,0.965,0.033808809
"56",56,56,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC4","B0",0.977375185,4.678274953,1.856296881,0.278246423,20,0,1,0,2.085963447,0,-2.894792255,5.777756522,4.849542626,6.000229267,0.917,0.076187187,0.894,0.094858859
"57",57,57,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC4","B1",1.025413156,3.723406673,1.631626894,0.242266604,20,0,1,0,2.085963447,0,-2.378100905,4.941923358,4.428927217,4.613211964,0.91,0.081981982,0.848,0.129025025
"58",58,58,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC4","B2",0.994948723,0.216704341,0.405154744,0.014099991,20,0,1,0,2.085963447,0,0.149810736,0.26163459,1.840086711,0.294479084,0.906,0.085249249,0.373,0.234105105
"59",59,59,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC4","B3",0.993895915,0.220697176,0.353800168,0.024404805,20,0,1,0,2.085963447,0,0.255881697,0.336348044,1.731910134,0.317428811,0.867,0.115426426,0.269,0.196835836
"60",60,60,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC4","B4",0.000261639,0.039897023,0.169528773,0.002131027,20,0,0,0,2.085963447,0,-0.353369185,0.047844899,0.353892463,0.050494384,0.91,0.081981982,0.91,0.081981982
"61",61,61,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC4m","B0",0.977375185,4.678274953,1.94979291,0.316916272,20,0,1,0,2.085963447,0,-3.089821554,5.92212615,5.044571925,6.192383497,0.931,0.064303303,0.908,0.08361962
"62",62,62,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC4m","B1",1.025413156,3.723406673,1.717929596,0.277293877,20,0,1,0,2.085963447,0,-2.558125186,5.118745929,4.608951498,4.741213778,0.923,0.071142142,0.866,0.11616016
"63",63,63,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC4m","B2",0.994948723,0.216704341,0.425797616,0.016009418,20,0,1,0,2.085963447,0,0.106750461,0.269188052,1.883146986,0.303542385,0.918,0.075351351,0.404,0.241025025
"64",64,64,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC4m","B3",0.993895915,0.220697176,0.378218559,0.028650629,20,0,1,0,2.085963447,0,0.204945826,0.355328919,1.782846005,0.335397157,0.881,0.104943944,0.3,0.21021021
"65",65,65,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC4m","B4",0.000261639,0.039897023,0.177748952,0.002389928,20,0,0,0,2.085963447,0,-0.370516177,0.048924998,0.371039454,0.051667368,0.927,0.067738739,0.927,0.067738739
"66",66,66,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC5","B0",0.977375185,4.678274953,1.856296881,0.278246423,20,0,1,0,2.085963447,0,-2.894792255,5.777756522,4.849542626,6.000229267,0.917,0.076187187,0.894,0.094858859
"67",67,67,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC5","B1",1.025413156,3.723406673,1.631626894,0.242266604,20,0,1,0,2.085963447,0,-2.378100905,4.941923358,4.428927217,4.613211964,0.91,0.081981982,0.848,0.129025025
"68",68,68,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC5","B2",0.994948723,0.216704341,0.405154744,0.014099991,20,0,1,0,2.085963447,0,0.149810736,0.26163459,1.840086711,0.294479084,0.906,0.085249249,0.373,0.234105105
"69",69,69,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC5","B3",0.993895915,0.220697176,0.353800168,0.024404805,20,0,1,0,2.085963447,0,0.255881697,0.336348044,1.731910134,0.317428811,0.867,0.115426426,0.269,0.196835836
"70",70,70,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E1","HC5","B4",0.000261639,0.039897023,0.169528773,0.002131027,20,0,0,0,2.085963447,0,-0.353369185,0.047844899,0.353892463,0.050494384,0.91,0.081981982,0.91,0.081981982
"71",71,71,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC0","B0",0.969136261,10.10103483,2.575857629,0.525261855,20,0,1,0,2.085963447,0,-4.404008598,12.2404907,6.342281121,12.53266343,0.907,0.084435435,0.884,0.102646647
"72",72,72,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC0","B1",1.03763626,8.174555624,2.266749646,0.451617193,20,0,1,0,2.085963447,0,-3.690720646,10.41875976,5.765993166,9.860544238,0.892,0.096432432,0.856,0.123387387
"73",73,73,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC0","B2",0.993461241,0.455775932,0.555753964,0.026404774,20,0,1,0,2.085963447,0,-0.165821213,0.537995023,2.152743695,0.603344045,0.889,0.098777778,0.573,0.244915916
"74",74,74,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC0","B3",0.990570718,0.560422904,0.50697276,0.046670612,20,0,1,0,2.085963447,0,-0.066955927,0.780236689,2.048097364,0.74675951,0.82,0.147747748,0.485,0.250025025
"75",75,75,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC0","B4",-0.000559065,0.083476779,0.23368382,0.004078729,20,0,0,0,2.085963447,0,-0.488014972,0.098324347,0.486896842,0.104124295,0.898,0.091687688,0.898,0.091687688
"76",76,76,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC1","B0",0.969136261,10.10103483,2.87989638,0.656577319,20,0,1,0,2.085963447,0,-5.038222318,12.7946331,6.976494841,13.12129215,0.931,0.064303303,0.925,0.069444444
"77",77,77,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC1","B1",1.03763626,8.174555624,2.534303148,0.564521491,20,0,1,0,2.085963447,0,-4.248827472,10.94297806,6.324099992,10.31887413,0.923,0.071142142,0.885,0.101876877
"78",78,78,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC1","B2",0.993461241,0.455775932,0.621351821,0.033005968,20,0,1,0,2.085963447,0,-0.302655945,0.562861721,2.289578427,0.635924148,0.926,0.068592593,0.64,0.230630631
"79",79,79,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC1","B3",0.990570718,0.560422904,0.566812777,0.058338265,20,0,1,0,2.085963447,0,-0.191780016,0.832981211,2.172921452,0.795552587,0.853,0.125516517,0.555,0.247222222
"80",80,80,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC1","B4",-0.000559065,0.083476779,0.261266453,0.005098411,20,0,0,0,2.085963447,0,-0.545551337,0.102418937,0.544433207,0.108903476,0.927,0.067738739,0.927,0.067738739
"81",81,81,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC2","B0",0.969136261,10.10103483,2.997320491,0.787086641,20,0,1,0,2.085963447,0,-5.283164722,13.30360769,7.221437245,13.74807324,0.944,0.052916917,0.933,0.062573574
"82",82,82,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC2","B1",1.03763626,8.174555624,2.660856776,0.691244769,20,0,1,0,2.085963447,0,-4.512813713,11.54081721,6.588086232,10.82384266,0.932,0.063439439,0.903,0.087678679
"83",83,83,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC2","B2",0.993461241,0.455775932,0.645996641,0.038346788,20,0,1,0,2.085963447,0,-0.354064139,0.588218671,2.340986621,0.657045618,0.929,0.066025025,0.668,0.221997998
"84",84,84,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC2","B3",0.990570718,0.560422904,0.627572118,0.077322215,20,0,1,0,2.085963447,0,-0.318521781,0.917752871,2.299663217,0.875988512,0.883,0.103414414,0.61,0.238138138
"85",85,85,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC2","B4",-0.000559065,0.083476779,0.269898018,0.005832506,20,0,0,0,2.085963447,0,-0.563556465,0.105461996,0.562438336,0.112248868,0.931,0.064303303,0.931,0.064303303
"86",86,86,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC3","B0",0.969136261,10.10103483,3.565884779,1.339250806,20,0,1,0,2.085963447,0,-6.469169044,15.48206961,8.407441567,16.37481279,0.967,0.031942943,0.964,0.034738739
"87",87,87,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC3","B1",1.03763626,8.174555624,3.212799678,1.243736312,20,0,1,0,2.085963447,0,-5.664146432,14.14147931,7.739418952,13.03123103,0.96,0.038438438,0.946,0.051135135
"88",88,88,1,25,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","En",1000,977813020,"E2","HC3","B2",0.993461241,0.455775932,0.761315545,0.059842052,20,0,1,0,2.085963447,0,-0.594615157,0.680746186,2.58153764,0.751580358,0.949,0.048447447,0.766,0.179423423
