"","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10","percentNA"
"3878",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x1","power","saddle_V1",0.025,0.111,0.184,0
"3879",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x1","power","saddle_V2",0.019,0.081,0.161,0
"3880",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x1","size","naive",0.015,0.042,0.087,0
"3881",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x1","size","saddle_V1",0.014,0.041,0.086,0
"3882",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x1","size","saddle_V2",0.011,0.035,0.067,0
"3883",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x2","power","naive",0.583,0.796,0.87,0
"3884",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x2","power","saddle_V1",0.567,0.793,0.866,0
"3885",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x2","power","saddle_V2",0.507,0.765,0.851,0
"3886",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x2","size","naive",0.009,0.041,0.097,0
"3887",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x2","size","saddle_V1",0.009,0.039,0.094,0
"3888",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x2","size","saddle_V2",0.004,0.03,0.087,0
"3889",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x3","power","naive",0.386,0.601,0.703,0
"3890",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x3","power","saddle_V1",0.331,0.581,0.686,0
"3891",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x3","power","saddle_V2",0.229,0.464,0.608,0
"3892",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x3","size","naive",0.013,0.068,0.106,0
"3893",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x3","size","saddle_V1",0.008,0.056,0.102,0
"3894",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x3","size","saddle_V2",0.009,0.037,0.074,0
"3895",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x4","power","naive",0.008,0.05,0.087,0
"3896",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x4","power","saddle_V1",0.007,0.046,0.086,0
"3897",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x4","power","saddle_V2",0.007,0.035,0.079,0
"3898",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x4","size","naive",0.008,0.05,0.087,0
"3899",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x4","size","saddle_V1",0.007,0.046,0.086,0
"3900",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC3","x4","size","saddle_V2",0.007,0.035,0.079,0
"3901",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x0","power","naive",0.021,0.085,0.158,0
"3902",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x0","power","saddle_V1",0.021,0.08,0.154,0
"3903",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x0","power","saddle_V2",0.014,0.058,0.133,0
"3904",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x0","size","naive",0.012,0.052,0.078,0
"3905",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x0","size","saddle_V1",0.009,0.049,0.078,0
"3906",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x0","size","saddle_V2",0.007,0.042,0.071,0
"3907",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x1","power","naive",0.025,0.103,0.176,0
"3908",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x1","power","saddle_V1",0.022,0.097,0.172,0
"3909",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x1","power","saddle_V2",0.016,0.064,0.136,0
"3910",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x1","size","naive",0.015,0.039,0.079,0
"3911",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x1","size","saddle_V1",0.015,0.039,0.074,0
"3912",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x1","size","saddle_V2",0.009,0.03,0.056,0
"3913",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x2","power","naive",0.576,0.793,0.865,0
"3914",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x2","power","saddle_V1",0.559,0.785,0.864,0
"3915",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x2","power","saddle_V2",0.485,0.745,0.842,0
"3916",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x2","size","naive",0.009,0.04,0.093,0
"3917",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x2","size","saddle_V1",0.008,0.037,0.092,0
"3918",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x2","size","saddle_V2",0.004,0.029,0.08,0
"3919",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x3","power","naive",0.322,0.554,0.659,0
"3920",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x3","power","saddle_V1",0.265,0.504,0.628,0
"3921",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x3","power","saddle_V2",0.165,0.372,0.523,0
"3922",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x3","size","naive",0.008,0.051,0.091,0
"3923",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x3","size","saddle_V1",0.007,0.037,0.078,0
"3924",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x3","size","saddle_V2",0.006,0.024,0.058,0
"3925",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x4","power","naive",0.008,0.047,0.086,0
"3926",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x4","power","saddle_V1",0.007,0.043,0.086,0
"3927",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x4","power","saddle_V2",0.006,0.034,0.078,0
"3928",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x4","size","naive",0.008,0.047,0.086,0
"3929",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x4","size","saddle_V1",0.007,0.043,0.086,0
"3930",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4","x4","size","saddle_V2",0.006,0.034,0.078,0
"3931",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x0","power","naive",0.021,0.095,0.162,0
"3932",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x0","power","saddle_V1",0.021,0.083,0.16,0
"3933",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x0","power","saddle_V2",0.017,0.061,0.142,0
"3934",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x0","size","naive",0.012,0.051,0.08,0
"3935",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x0","size","saddle_V1",0.01,0.051,0.08,0
"3936",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x0","size","saddle_V2",0.009,0.045,0.074,0
"3937",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x1","power","naive",0.025,0.109,0.184,0
"3938",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x1","power","saddle_V1",0.025,0.105,0.181,0
"3939",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x1","power","saddle_V2",0.018,0.077,0.154,0
"3940",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x1","size","naive",0.015,0.04,0.085,0
"3941",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x1","size","saddle_V1",0.014,0.04,0.084,0
"3942",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x1","size","saddle_V2",0.012,0.035,0.063,0
"3943",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x2","power","naive",0.581,0.793,0.867,0
"3944",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x2","power","saddle_V1",0.561,0.787,0.864,0
"3945",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x2","power","saddle_V2",0.498,0.761,0.848,0
"3946",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x2","size","naive",0.009,0.039,0.094,0
"3947",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x2","size","saddle_V1",0.01,0.04,0.093,0
"3948",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x2","size","saddle_V2",0.005,0.03,0.085,0
"3949",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x3","power","naive",0.365,0.59,0.697,0
"3950",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x3","power","saddle_V1",0.312,0.557,0.671,0
"3951",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x3","power","saddle_V2",0.213,0.436,0.579,0
"3952",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x3","size","naive",0.011,0.061,0.105,0
"3953",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x3","size","saddle_V1",0.007,0.05,0.096,0
"3954",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x3","size","saddle_V2",0.007,0.033,0.069,0
"3955",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x4","power","naive",0.007,0.047,0.086,0
"3956",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x4","power","saddle_V1",0.008,0.045,0.086,0
"3957",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x4","power","saddle_V2",0.007,0.034,0.078,0
"3958",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x4","size","naive",0.007,0.047,0.086,0
"3959",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x4","size","saddle_V1",0.008,0.045,0.086,0
"3960",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC4m","x4","size","saddle_V2",0.007,0.034,0.078,0
"3961",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x0","power","naive",0.02,0.096,0.16,0
"3962",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x0","power","saddle_V1",0.02,0.089,0.155,0
"3963",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x0","power","saddle_V2",0.016,0.067,0.136,0
"3964",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x0","size","naive",0.013,0.055,0.082,0
"3965",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x0","size","saddle_V1",0.012,0.054,0.081,0
"3966",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x0","size","saddle_V2",0.006,0.042,0.072,0
"3967",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x1","power","naive",0.026,0.111,0.181,0
"3968",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x1","power","saddle_V1",0.023,0.102,0.178,0
"3969",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x1","power","saddle_V2",0.018,0.079,0.149,0
"3970",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x1","size","naive",0.014,0.04,0.09,0
"3971",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x1","size","saddle_V1",0.014,0.039,0.086,0
"3972",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x1","size","saddle_V2",0.011,0.033,0.061,0
"3973",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x2","power","naive",0.59,0.803,0.873,0
"3974",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x2","power","saddle_V1",0.574,0.793,0.869,0
"3975",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x2","power","saddle_V2",0.516,0.759,0.851,0
"3976",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x2","size","naive",0.009,0.046,0.097,0
"3977",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x2","size","saddle_V1",0.009,0.037,0.094,0
"3978",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x2","size","saddle_V2",0.006,0.032,0.085,0
"3979",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x3","power","naive",0.365,0.569,0.678,0
"3980",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x3","power","saddle_V1",0.298,0.535,0.643,0
"3981",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x3","power","saddle_V2",0.202,0.416,0.554,0
"3982",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x3","size","naive",0.013,0.06,0.097,0
"3983",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x3","size","saddle_V1",0.008,0.055,0.09,0
"3984",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x3","size","saddle_V2",0.005,0.03,0.064,0
"3985",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x4","power","naive",0.009,0.049,0.094,0
"3986",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x4","power","saddle_V1",0.008,0.049,0.093,0
"3987",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x4","power","saddle_V2",0.007,0.039,0.081,0
"3988",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x4","size","naive",0.009,0.049,0.094,0
"3989",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x4","size","saddle_V1",0.008,0.049,0.093,0
"3990",250,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,228213742,"HC5","x4","size","saddle_V2",0.007,0.039,0.081,0
"3991",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x0","power","naive",0.055,0.154,0.257,0
"3992",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x0","power","saddle_V1",0.054,0.15,0.256,0
"3993",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x0","power","saddle_V2",0.048,0.135,0.242,0
"3994",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x0","size","naive",0.011,0.056,0.096,0
"3995",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x0","size","saddle_V1",0.01,0.056,0.093,0
"3996",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x0","size","saddle_V2",0.009,0.049,0.091,0
"3997",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x1","power","naive",0.042,0.132,0.207,0
"3998",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x1","power","saddle_V1",0.04,0.132,0.205,0
"3999",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x1","power","saddle_V2",0.035,0.122,0.193,0
"4000",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x1","size","naive",0.013,0.048,0.106,0
"4001",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x1","size","saddle_V1",0.011,0.048,0.105,0
"4002",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x1","size","saddle_V2",0.008,0.039,0.093,0
"4003",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x2","power","naive",0.934,0.987,0.996,0
"4004",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x2","power","saddle_V1",0.931,0.987,0.996,0
"4005",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x2","power","saddle_V2",0.913,0.984,0.995,0
"4006",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x2","size","naive",0.014,0.049,0.095,0
"4007",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x2","size","saddle_V1",0.012,0.049,0.095,0
"4008",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x2","size","saddle_V2",0.009,0.045,0.083,0
"4009",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x3","power","naive",0.762,0.901,0.941,0
"4010",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x3","power","saddle_V1",0.736,0.898,0.94,0
"4011",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x3","power","saddle_V2",0.61,0.844,0.921,0
"4012",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x3","size","naive",0.019,0.083,0.13,0
"4013",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x3","size","saddle_V1",0.018,0.075,0.125,0
"4014",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x3","size","saddle_V2",0.008,0.052,0.104,0
"4015",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x4","power","naive",0.013,0.057,0.113,0
"4016",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x4","power","saddle_V1",0.011,0.056,0.112,0
"4017",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x4","power","saddle_V2",0.007,0.053,0.107,0
"4018",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x4","size","naive",0.013,0.057,0.113,0
"4019",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x4","size","saddle_V1",0.011,0.056,0.112,0
"4020",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC0","x4","size","saddle_V2",0.007,0.053,0.107,0
"4021",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x0","power","naive",0.054,0.15,0.252,0
"4022",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x0","power","saddle_V1",0.052,0.142,0.251,0
"4023",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x0","power","saddle_V2",0.046,0.131,0.234,0
"4024",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x0","size","naive",0.011,0.056,0.092,0
"4025",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x0","size","saddle_V1",0.01,0.054,0.092,0
"4026",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x0","size","saddle_V2",0.007,0.046,0.09,0
"4027",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x1","power","naive",0.04,0.132,0.204,0
"4028",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x1","power","saddle_V1",0.038,0.129,0.2,0
"4029",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x1","power","saddle_V2",0.034,0.118,0.192,0
"4030",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x1","size","naive",0.012,0.048,0.105,0
"4031",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x1","size","saddle_V1",0.008,0.046,0.105,0
"4032",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x1","size","saddle_V2",0.008,0.039,0.092,0
"4033",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x2","power","naive",0.933,0.987,0.996,0
"4034",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x2","power","saddle_V1",0.929,0.987,0.996,0
"4035",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x2","power","saddle_V2",0.911,0.984,0.995,0
"4036",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x2","size","naive",0.014,0.049,0.095,0
"4037",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x2","size","saddle_V1",0.014,0.051,0.091,0
"4038",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x2","size","saddle_V2",0.008,0.046,0.084,0
"4039",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","power","naive",0.757,0.901,0.941,0
"4040",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","power","saddle_V1",0.732,0.897,0.94,0
"4041",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","power","saddle_V2",0.609,0.841,0.92,0
"4042",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","size","naive",0.019,0.081,0.127,0
"4043",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","size","saddle_V1",0.016,0.072,0.122,0
"4044",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","size","saddle_V2",0.008,0.05,0.104,0
"4045",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","power","naive",0.011,0.056,0.11,0
"4046",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","power","saddle_V1",0.01,0.055,0.11,0
"4047",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","power","saddle_V2",0.006,0.052,0.104,0
"4048",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","size","naive",0.011,0.056,0.11,0
"4049",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","size","saddle_V1",0.01,0.055,0.11,0
"4050",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","size","saddle_V2",0.006,0.052,0.104,0
"4051",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","power","naive",0.052,0.142,0.249,0
"4052",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","power","saddle_V1",0.052,0.14,0.247,0
"4053",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","power","saddle_V2",0.043,0.126,0.229,0
"4054",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","size","naive",0.01,0.054,0.092,0
"4055",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","size","saddle_V1",0.008,0.054,0.091,0
"4056",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","size","saddle_V2",0.007,0.045,0.09,0
"4057",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","power","naive",0.038,0.129,0.196,0
"4058",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","power","saddle_V1",0.037,0.127,0.196,0
"4059",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","power","saddle_V2",0.027,0.113,0.187,0
"4060",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","size","naive",0.011,0.045,0.103,0
"4061",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","size","saddle_V1",0.008,0.042,0.101,0
"4062",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","size","saddle_V2",0.007,0.037,0.087,0
"4063",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x2","power","naive",0.93,0.987,0.996,0
"4064",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x2","power","saddle_V1",0.925,0.987,0.996,0
"4065",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x2","power","saddle_V2",0.908,0.984,0.995,0
