"","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10","percentNA"
"147",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","x1","size","saddle_V1",0.0055,0.0335,0.076,0
"148",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","x1","size","saddle_V2",0.0045,0.026,0.066,0
"149",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","x3","power","saddle_V1",0.984,0.9955,0.998,0
"150",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","x3","power","saddle_V2",0.945,0.983,0.9935,0
"151",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","x3","size","saddle_V1",0.005,0.032,0.0735,0
"152",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","x3","size","saddle_V2",0.005,0.031,0.0685,0
"153",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","x4","power","saddle_V1",0.008,0.0385,0.0845,0
"154",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","x4","power","saddle_V2",0.0045,0.0295,0.069,0
"155",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","x4","size","saddle_V1",0.008,0.0385,0.0845,0
"156",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","x4","size","saddle_V2",0.0045,0.0295,0.069,0
"157",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","xD","power","saddle_V1",0.664,0.868,0.9305,0
"158",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","xD","power","saddle_V2",0.5795,0.839,0.917,0
"159",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","xD","size","saddle_V1",0.0095,0.0385,0.0775,0
"160",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC4m","xD","size","saddle_V2",0.0075,0.034,0.0635,0
"161",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x0","power","saddle_V1",0.098,0.244,0.3555,0
"162",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x0","power","saddle_V2",0.0755,0.224,0.3295,0
"163",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x0","size","saddle_V1",0.009,0.0435,0.098,0
"164",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x0","size","saddle_V2",0.0055,0.036,0.0845,0
"165",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x1","power","saddle_V1",0.1575,0.365,0.499,0
"166",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x1","power","saddle_V2",0.122,0.3255,0.4645,0
"167",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x1","size","saddle_V1",0.0065,0.041,0.0855,0
"168",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x1","size","saddle_V2",0.005,0.0335,0.0785,0
"169",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x3","power","saddle_V1",0.9635,0.979,0.986,0
"170",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x3","power","saddle_V2",0.931,0.9645,0.9705,0
"171",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x3","size","saddle_V1",0.0055,0.0395,0.08,0
