"","g","n","B","whichX","alpha_string","zg","iterations","seed","HC","coef","criterion","test","percent_NA","p.005","p.010","p.050","p.100"
"390",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC0","x4","size","Satt_H",0,0.009,0.017,0.083,0.15
"391",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","KCCI_E",0,0.019,0.031,0.101,0.159
"392",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","KCCI_H",0,0.011,0.02,0.079,0.136
"393",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","KCp_E",0,0.032,0.038,0.104,0.167
"394",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","KCp_H",0,0.023,0.036,0.085,0.136
"395",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","naive",0,0.037,0.05,0.122,0.188
"396",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","RCI_E",0,0.128,0.138,0.172,0.215
"397",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","RCI_H",0,0.008,0.011,0.062,0.108
"398",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","Rp_E",0,0.057,0.074,0.127,0.182
"399",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","Rp_H",0,0,0.001,0.012,0.042
"400",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","saddle_E",0,0.018,0.029,0.09,0.138
"401",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","saddle_H",0,0.019,0.031,0.088,0.141
"402",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","Satt_E",0,0.021,0.03,0.102,0.167
"403",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","power","Satt_H",0,0.009,0.015,0.076,0.135
"404",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","KCCI_E",0,0.019,0.031,0.101,0.159
"405",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","KCCI_H",0,0.011,0.02,0.079,0.136
"406",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","KCp_E",0,0.032,0.038,0.104,0.167
"407",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","KCp_H",0,0.023,0.036,0.085,0.136
"408",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","naive",0,0.037,0.05,0.122,0.188
"409",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","RCI_E",0,0.128,0.138,0.172,0.215
"410",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","RCI_H",0,0.008,0.011,0.062,0.108
"411",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","Rp_E",0,0.057,0.074,0.127,0.182
"412",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","Rp_H",0,0,0.001,0.012,0.042
"413",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","saddle_E",0,0.018,0.029,0.09,0.138
"414",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","saddle_H",0,0.019,0.031,0.088,0.141
"415",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","Satt_E",0,0.021,0.03,0.102,0.167
"416",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC1","x4","size","Satt_H",0,0.009,0.015,0.076,0.135
"417",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","KCCI_E",0,0.01,0.012,0.059,0.103
"418",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","KCCI_H",0,0.007,0.008,0.052,0.101
"419",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","KCp_E",0,0.014,0.023,0.068,0.11
"420",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","KCp_H",0,0.016,0.019,0.061,0.101
"421",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","naive",0,0.027,0.043,0.099,0.155
"422",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","RCI_E",0,0.089,0.098,0.129,0.175
"423",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","RCI_H",0,0.004,0.007,0.029,0.063
"424",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","Rp_E",0,0.034,0.047,0.083,0.131
"425",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","Rp_H",0,0,0,0.008,0.028
"426",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","saddle_E",0,0.009,0.015,0.06,0.103
"427",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","saddle_H",0,0.007,0.013,0.061,0.102
"428",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","Satt_E",0,0.009,0.013,0.056,0.096
"429",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","power","Satt_H",0,0.006,0.007,0.042,0.091
"430",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","KCCI_E",0,0.01,0.012,0.059,0.103
"431",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","KCCI_H",0,0.007,0.008,0.052,0.101
"432",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","KCp_E",0,0.014,0.023,0.068,0.11
"433",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","KCp_H",0,0.016,0.019,0.061,0.101
"434",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","naive",0,0.027,0.043,0.099,0.155
"435",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","RCI_E",0,0.089,0.098,0.129,0.175
"436",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","RCI_H",0,0.004,0.007,0.029,0.063
"437",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","Rp_E",0,0.034,0.047,0.083,0.131
"438",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","Rp_H",0,0,0,0.008,0.028
"439",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","saddle_E",0,0.009,0.015,0.06,0.103
"440",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","saddle_H",0,0.007,0.013,0.061,0.102
"441",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","Satt_E",0,0.009,0.013,0.056,0.096
"442",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC2","x4","size","Satt_H",0,0.006,0.007,0.042,0.091
"443",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","KCCI_E",0,0.003,0.006,0.027,0.052
"444",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","KCCI_H",0,0.003,0.006,0.024,0.061
"445",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","KCp_E",0,0.006,0.009,0.029,0.055
"446",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","KCp_H",0,0.005,0.009,0.028,0.063
"447",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","naive",0,0.016,0.021,0.073,0.111
"448",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","RCI_E",0,0.024,0.026,0.051,0.069
"449",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","RCI_H",0,0.002,0.004,0.013,0.038
"450",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","Rp_E",0,0.011,0.014,0.042,0.057
"451",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","Rp_H",0,0,0,0.002,0.011
"452",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","saddle_E",0,0.005,0.007,0.028,0.071
"453",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","saddle_H",0,0.005,0.006,0.027,0.063
"454",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","Satt_E",0,0.003,0.006,0.025,0.049
"455",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","power","Satt_H",0,0.003,0.005,0.018,0.056
"456",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","KCCI_E",0,0.003,0.006,0.027,0.052
"457",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","KCCI_H",0,0.003,0.006,0.024,0.061
"458",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","KCp_E",0,0.006,0.009,0.029,0.055
"459",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","KCp_H",0,0.005,0.009,0.028,0.063
"460",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","naive",0,0.016,0.021,0.073,0.111
"461",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","RCI_E",0,0.024,0.026,0.051,0.069
"462",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","RCI_H",0,0.002,0.004,0.013,0.038
"463",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","Rp_E",0,0.011,0.014,0.042,0.057
"464",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","Rp_H",0,0,0,0.002,0.011
"465",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","saddle_E",0,0.005,0.007,0.028,0.071
"466",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","saddle_H",0,0.005,0.006,0.027,0.063
"467",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","Satt_E",0,0.003,0.006,0.025,0.049
"468",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC3","x4","size","Satt_H",0,0.003,0.005,0.018,0.056
"469",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","KCCI_E",0,0,0.001,0.005,0.016
"470",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","KCCI_H",0,0.002,0.003,0.011,0.031
"471",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","KCp_E",0,0.001,0.001,0.009,0.017
"472",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","KCp_H",0,0.003,0.003,0.012,0.033
"473",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","naive",0,0.009,0.012,0.041,0.068
"474",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","RCI_E",0,0.006,0.006,0.016,0.024
"475",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","RCI_H",0,0,0,0.004,0.015
"476",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","Rp_E",0,0.002,0.002,0.008,0.017
"477",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","Rp_H",0,0,0,0,0.001
"478",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","saddle_E",0,0.003,0.003,0.016,0.038
"479",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","saddle_H",0,0.002,0.003,0.013,0.032
"480",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","Satt_E",0,0,0.001,0.005,0.015
"481",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","power","Satt_H",0,0.001,0.003,0.009,0.028
"482",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","KCCI_E",0,0,0.001,0.005,0.016
"483",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","KCCI_H",0,0.002,0.003,0.011,0.031
"484",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","KCp_E",0,0.001,0.001,0.009,0.017
"485",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","KCp_H",0,0.003,0.003,0.012,0.033
"486",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","naive",0,0.009,0.012,0.041,0.068
"487",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","RCI_E",0,0.006,0.006,0.016,0.024
"488",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","RCI_H",0,0,0,0.004,0.015
"489",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","Rp_E",0,0.002,0.002,0.008,0.017
"490",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","Rp_H",0,0,0,0,0.001
"491",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","saddle_E",0,0.003,0.003,0.016,0.038
"492",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","saddle_H",0,0.002,0.003,0.013,0.032
"493",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","Satt_E",0,0,0.001,0.005,0.015
"494",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4","x4","size","Satt_H",0,0.001,0.003,0.009,0.028
"495",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","KCCI_E",0,0.001,0.003,0.019,0.041
"496",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","KCCI_H",0,0.002,0.005,0.02,0.054
"497",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","KCp_E",0,0.005,0.007,0.021,0.043
"498",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","KCp_H",0,0.005,0.006,0.024,0.053
"499",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","naive",0,0.014,0.017,0.06,0.095
"500",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","RCI_E",0,0.016,0.02,0.041,0.058
"501",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","RCI_H",0,0.002,0.002,0.011,0.027
"502",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","Rp_E",0,0.004,0.006,0.029,0.042
"503",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","Rp_H",0,0,0,0,0.006
"504",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","saddle_E",0,0.005,0.005,0.024,0.056
"505",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","saddle_H",0,0.003,0.006,0.019,0.054
"506",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","Satt_E",0,0.001,0.002,0.017,0.041
"507",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","power","Satt_H",0,0.002,0.004,0.016,0.043
"508",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","KCCI_E",0,0.001,0.003,0.019,0.041
"509",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","KCCI_H",0,0.002,0.005,0.02,0.054
"510",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","KCp_E",0,0.005,0.007,0.021,0.043
"511",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","KCp_H",0,0.005,0.006,0.024,0.053
"512",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","naive",0,0.014,0.017,0.06,0.095
"513",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","RCI_E",0,0.016,0.02,0.041,0.058
"514",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","RCI_H",0,0.002,0.002,0.011,0.027
"515",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","Rp_E",0,0.004,0.006,0.029,0.042
"516",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","Rp_H",0,0,0,0,0.006
"517",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","saddle_E",0,0.005,0.005,0.024,0.056
"518",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","saddle_H",0,0.003,0.006,0.019,0.054
"519",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","Satt_E",0,0.001,0.002,0.017,0.041
"520",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC4m","x4","size","Satt_H",0,0.002,0.004,0.016,0.043
"521",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","KCCI_E",0,0.003,0.005,0.031,0.051
"522",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","KCCI_H",0,0.004,0.006,0.027,0.062
"523",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","KCp_E",0,0.006,0.011,0.035,0.053
"524",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","KCp_H",0,0.007,0.011,0.033,0.062
"525",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","naive",0,0.014,0.018,0.065,0.106
"526",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","RCI_E",0,0.046,0.05,0.067,0.087
"527",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","RCI_H",0,0.002,0.003,0.014,0.041
"528",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","Rp_E",0,0.012,0.018,0.04,0.059
"529",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","Rp_H",0,0,0,0.004,0.014
"530",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","saddle_E",0,0.005,0.007,0.034,0.068
"531",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","saddle_H",0,0.006,0.007,0.032,0.064
"532",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","Satt_E",0,0.003,0.004,0.03,0.048
"533",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","power","Satt_H",0,0.003,0.005,0.023,0.052
"534",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","KCCI_E",0,0.003,0.005,0.031,0.051
"535",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","KCCI_H",0,0.004,0.006,0.027,0.062
"536",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","KCp_E",0,0.006,0.011,0.035,0.053
"537",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","KCp_H",0,0.007,0.011,0.033,0.062
"538",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","naive",0,0.014,0.018,0.065,0.106
"539",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","RCI_E",0,0.046,0.05,0.067,0.087
"540",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","RCI_H",0,0.002,0.003,0.014,0.041
"541",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","Rp_E",0,0.012,0.018,0.04,0.059
"542",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","Rp_H",0,0,0,0.004,0.014
"543",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","saddle_E",0,0.005,0.007,0.034,0.068
"544",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","saddle_H",0,0.006,0.007,0.032,0.064
"545",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","Satt_E",0,0.003,0.004,0.03,0.048
"546",0,60,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742177,"HC5","x4","size","Satt_H",0,0.003,0.005,0.023,0.052
"547",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","KCCI_E",0,0.023,0.036,0.114,0.175
"548",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","KCCI_H",0,0.008,0.018,0.085,0.153
"549",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","KCp_E",0,0.03,0.041,0.117,0.176
"550",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","KCp_H",0,0.02,0.031,0.089,0.154
"551",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","naive",0,0.039,0.056,0.133,0.197
"552",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","RCI_E",0,0.166,0.174,0.215,0.254
"553",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","RCI_H",0,0.006,0.014,0.064,0.132
"554",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","Rp_E",0,0.069,0.079,0.159,0.211
"555",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","Rp_H",0,0,0,0.018,0.052
"556",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","saddle_E",0,0.016,0.027,0.085,0.152
"557",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","saddle_H",0,0.016,0.029,0.091,0.159
"558",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","Satt_E",0,0.024,0.037,0.116,0.176
"559",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","power","Satt_H",0,0.005,0.014,0.084,0.152
"560",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","size","KCCI_E",0,0.023,0.036,0.114,0.175
"561",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","size","KCCI_H",0,0.008,0.018,0.085,0.153
"562",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","size","KCp_E",0,0.03,0.041,0.117,0.176
"563",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","size","KCp_H",0,0.02,0.031,0.089,0.154
"564",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","size","naive",0,0.039,0.056,0.133,0.197
"565",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","size","RCI_E",0,0.166,0.174,0.215,0.254
"566",0,80,"1 1 1 1 0","F F F F T",".005 .010 .050 .100",1,1000,26742178,"HC0","x4","size","RCI_H",0,0.006,0.014,0.064,0.132
