"","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10"
"16",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x1","size","saddle_V2",0.014,0.051,0.108
"17",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x2","power","naive",0.585,0.791,0.873
"18",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x2","power","Satt",0.585,0.794,0.871
"19",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x2","power","saddle_V1",0.506,0.75,0.852
"20",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x2","power","saddle_V2",0.409,0.684,0.816
"21",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x2","size","naive",0.029,0.087,0.138
"22",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x2","size","Satt",0.029,0.083,0.136
"23",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x2","size","saddle_V1",0.017,0.075,0.114
"24",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x2","size","saddle_V2",0.011,0.058,0.103
"25",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x3","power","naive",0.761,0.868,0.92
"26",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x3","power","Satt",0.755,0.865,0.918
"27",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x3","power","saddle_V1",0.682,0.834,0.9
"28",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x3","power","saddle_V2",0.605,0.807,0.879
"29",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x3","size","naive",0.041,0.121,0.191
"30",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x3","size","Satt",0.039,0.115,0.183
"31",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x3","size","saddle_V1",0.031,0.089,0.161
"32",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x3","size","saddle_V2",0.024,0.078,0.147
"33",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x4","power","naive",0.025,0.091,0.154
"34",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x4","power","Satt",0.026,0.09,0.155
"35",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x4","power","saddle_V1",0.019,0.067,0.134
"36",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x4","power","saddle_V2",0.017,0.052,0.109
"37",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x4","size","naive",0.025,0.091,0.154
"38",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x4","size","Satt",0.026,0.09,0.155
"39",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x4","size","saddle_V1",0.019,0.067,0.134
"40",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC0","x4","size","saddle_V2",0.017,0.052,0.109
"41",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x0","power","naive",0.038,0.106,0.188
"42",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x0","power","Satt",0.036,0.109,0.188
"43",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x0","power","saddle_V1",0.021,0.081,0.163
"44",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x0","power","saddle_V2",0.014,0.067,0.135
"45",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x0","size","naive",0.016,0.065,0.111
"46",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x0","size","Satt",0.017,0.067,0.11
"47",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x0","size","saddle_V1",0.008,0.051,0.096
"48",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x0","size","saddle_V2",0.007,0.046,0.078
"49",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x1","power","naive",0.041,0.131,0.209
"50",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x1","power","Satt",0.043,0.132,0.207
"51",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x1","power","saddle_V1",0.026,0.105,0.186
"52",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x1","power","saddle_V2",0.017,0.08,0.163
"53",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x1","size","naive",0.017,0.063,0.111
"54",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x1","size","Satt",0.017,0.065,0.11
"55",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x1","size","saddle_V1",0.012,0.044,0.085
"56",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x1","size","saddle_V2",0.008,0.033,0.075
"57",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x2","power","naive",0.512,0.734,0.832
"58",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x2","power","Satt",0.502,0.732,0.828
"59",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x2","power","saddle_V1",0.394,0.675,0.799
"60",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x2","power","saddle_V2",0.321,0.61,0.758
"61",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x2","size","naive",0.018,0.066,0.106
"62",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x2","size","Satt",0.016,0.066,0.104
"63",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x2","size","saddle_V1",0.008,0.046,0.091
"64",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x2","size","saddle_V2",0.007,0.038,0.078
"65",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x3","power","naive",0.693,0.833,0.895
"66",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x3","power","Satt",0.68,0.831,0.894
"67",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x3","power","saddle_V1",0.591,0.798,0.87
"68",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x3","power","saddle_V2",0.512,0.769,0.836
"69",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x3","size","naive",0.032,0.087,0.151
"70",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x3","size","Satt",0.028,0.086,0.151
"71",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x3","size","saddle_V1",0.018,0.061,0.116
"72",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x3","size","saddle_V2",0.013,0.054,0.107
"73",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x4","power","naive",0.018,0.059,0.114
"74",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x4","power","Satt",0.018,0.06,0.113
"75",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x4","power","saddle_V1",0.013,0.041,0.098
"76",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x4","power","saddle_V2",0.009,0.031,0.079
"77",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x4","size","naive",0.018,0.059,0.114
"78",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x4","size","Satt",0.018,0.06,0.113
"79",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x4","size","saddle_V1",0.013,0.041,0.098
"80",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC1","x4","size","saddle_V2",0.009,0.031,0.079
"81",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x0","power","naive",0.035,0.096,0.177
"82",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x0","power","Satt",0.03,0.09,0.167
"83",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x0","power","saddle_V1",0.018,0.075,0.145
"84",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x0","power","saddle_V2",0.009,0.057,0.118
"85",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x0","size","naive",0.014,0.059,0.102
"86",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x0","size","Satt",0.014,0.052,0.099
"87",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x0","size","saddle_V1",0.007,0.047,0.087
"88",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x0","size","saddle_V2",0.006,0.034,0.072
"89",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x1","power","naive",0.035,0.122,0.192
"90",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x1","power","Satt",0.03,0.116,0.182
"91",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x1","power","saddle_V1",0.022,0.094,0.168
"92",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x1","power","saddle_V2",0.013,0.071,0.145
"93",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x1","size","naive",0.017,0.057,0.095
"94",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x1","size","Satt",0.015,0.053,0.086
"95",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x1","size","saddle_V1",0.009,0.035,0.075
"96",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x1","size","saddle_V2",0.008,0.031,0.066
"97",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x2","power","naive",0.479,0.71,0.812
"98",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x2","power","Satt",0.448,0.703,0.807
"99",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x2","power","saddle_V1",0.356,0.64,0.776
"100",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x2","power","saddle_V2",0.275,0.577,0.724
"101",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x2","size","naive",0.015,0.062,0.098
"102",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x2","size","Satt",0.01,0.057,0.09
"103",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x2","size","saddle_V1",0.007,0.042,0.081
"104",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x2","size","saddle_V2",0.005,0.032,0.069
"105",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x3","power","naive",0.638,0.801,0.861
"106",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x3","power","Satt",0.504,0.75,0.835
"107",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x3","power","saddle_V1",0.477,0.736,0.824
"108",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x3","power","saddle_V2",0.418,0.687,0.789
"109",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x3","size","naive",0.027,0.067,0.121
"110",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x3","size","Satt",0.016,0.05,0.096
"111",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x3","size","saddle_V1",0.009,0.042,0.089
"112",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x3","size","saddle_V2",0.008,0.039,0.075
"113",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x4","power","naive",0.019,0.056,0.108
"114",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x4","power","Satt",0.017,0.054,0.108
"115",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x4","power","saddle_V1",0.011,0.037,0.087
"116",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x4","power","saddle_V2",0.009,0.028,0.072
"117",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x4","size","naive",0.019,0.056,0.108
"118",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x4","size","Satt",0.017,0.054,0.108
"119",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x4","size","saddle_V1",0.011,0.037,0.087
"120",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC2","x4","size","saddle_V2",0.009,0.028,0.072
"121",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x0","power","naive",0.016,0.057,0.115
"122",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x0","power","Satt",0.007,0.045,0.098
"123",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x0","power","saddle_V1",0.006,0.039,0.087
"124",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x0","power","saddle_V2",0.002,0.03,0.068
"125",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x0","size","naive",0.005,0.035,0.064
"126",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x0","size","Satt",0.002,0.026,0.051
"127",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x0","size","saddle_V1",0.002,0.023,0.052
"128",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x0","size","saddle_V2",0.002,0.017,0.041
"129",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x1","power","naive",0.021,0.073,0.132
"130",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x1","power","Satt",0.012,0.051,0.105
"131",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x1","power","saddle_V1",0.01,0.048,0.104
"132",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x1","power","saddle_V2",0.01,0.035,0.086
"133",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x1","size","naive",0.009,0.029,0.062
"134",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x1","size","Satt",0.004,0.018,0.049
"135",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x1","size","saddle_V1",0.003,0.015,0.048
"136",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x1","size","saddle_V2",0.003,0.014,0.035
"137",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x2","power","naive",0.334,0.593,0.727
"138",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x2","power","Satt",0.251,0.52,0.684
"139",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x2","power","saddle_V1",0.235,0.513,0.67
"140",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x2","power","saddle_V2",0.153,0.426,0.596
"141",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x2","size","naive",0.005,0.03,0.06
"142",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x2","size","Satt",0.003,0.018,0.054
"143",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x2","size","saddle_V1",0.002,0.018,0.054
"144",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x2","size","saddle_V2",0.002,0.015,0.043
"145",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x3","power","naive",0.454,0.674,0.774
"146",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x3","power","Satt",0.18,0.401,0.544
"147",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x3","power","saddle_V1",0.254,0.528,0.667
"148",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x3","power","saddle_V2",0.218,0.467,0.609
"149",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x3","size","naive",0.013,0.035,0.07
"150",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x3","size","Satt",0.001,0.014,0.034
"151",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x3","size","saddle_V1",0.003,0.02,0.043
"152",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x3","size","saddle_V2",0.004,0.02,0.038
"153",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x4","power","naive",0.009,0.025,0.063
"154",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x4","power","Satt",0.006,0.022,0.055
"155",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x4","power","saddle_V1",0.006,0.024,0.052
"156",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x4","power","saddle_V2",0.004,0.017,0.032
"157",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x4","size","naive",0.009,0.025,0.063
"158",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x4","size","Satt",0.006,0.022,0.055
"159",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x4","size","saddle_V1",0.006,0.024,0.052
"160",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC3","x4","size","saddle_V2",0.004,0.017,0.032
"161",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x0","power","naive",0.022,0.066,0.127
"162",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x0","power","Satt",0.01,0.046,0.097
"163",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x0","power","saddle_V1",0.007,0.043,0.096
"164",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x0","power","saddle_V2",0.004,0.033,0.078
"165",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x0","size","naive",0.01,0.044,0.075
"166",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x0","size","Satt",0.006,0.03,0.06
"167",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x0","size","saddle_V1",0.003,0.029,0.054
"168",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x0","size","saddle_V2",0.004,0.018,0.047
"169",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x1","power","naive",0.026,0.084,0.142
"170",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x1","power","Satt",0.013,0.056,0.103
"171",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x1","power","saddle_V1",0.013,0.053,0.099
"172",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x1","power","saddle_V2",0.009,0.044,0.088
"173",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x1","size","naive",0.01,0.037,0.071
"174",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x1","size","Satt",0.006,0.023,0.051
"175",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x1","size","saddle_V1",0.004,0.021,0.051
"176",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x1","size","saddle_V2",0.003,0.015,0.039
"177",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x2","power","naive",0.369,0.605,0.728
"178",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x2","power","Satt",0.249,0.493,0.632
"179",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x2","power","saddle_V1",0.246,0.498,0.649
"180",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x2","power","saddle_V2",0.181,0.417,0.557
"181",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x2","size","naive",0.011,0.047,0.072
"182",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x2","size","Satt",0.005,0.028,0.057
"183",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x2","size","saddle_V1",0.003,0.024,0.059
"184",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x2","size","saddle_V2",0.002,0.02,0.046
"185",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x3","power","naive",0.381,0.578,0.676
"186",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x3","power","Satt",0.152,0.31,0.408
"187",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x3","power","saddle_V1",0.194,0.395,0.514
"188",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x3","power","saddle_V2",0.161,0.345,0.456
"189",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1000,14397921,"HC4","x3","size","naive",0.011,0.037,0.069
