"","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10"
"1",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x0","power","naive",0,0,0
"2",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x0","power","Satt",0,0,0
"3",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x0","power","saddle_V1",0,0,0
"4",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x0","power","saddle_V2",0,0,0
"5",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x0","size","naive",0,0,0
"6",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x0","size","Satt",0,0,0
"7",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x0","size","saddle_V1",0,0,0
"8",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x0","size","saddle_V2",0,0,0
"9",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x1","power","naive",0,0,0
"10",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x1","power","Satt",0,0,0
"11",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x1","power","saddle_V1",0,0,0
"12",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x1","power","saddle_V2",0,0,0
"13",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x1","size","naive",0,0,0
"14",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x1","size","Satt",0,0,0
"15",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x1","size","saddle_V1",0,0,0
"16",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x1","size","saddle_V2",0,0,0
"17",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x2","power","naive",0,0,0
"18",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x2","power","Satt",0,0,0
"19",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x2","power","saddle_V1",0,0,0
"20",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x2","power","saddle_V2",0,0,0
"21",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x2","size","naive",0,0,0
"22",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x2","size","Satt",0,0,0
"23",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x2","size","saddle_V1",0,0,0
"24",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x2","size","saddle_V2",0,0,0
"25",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x3","power","naive",1,1,1
"26",25,"1 1 1 1 0 0","T T T T T F","E0","En","naive Satt saddle",1,14397921,"HC0","x3","power","Satt",1,1,1
