"","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10"
"121",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x0","power","saddle_V1",0.02,0.1,0.17
"122",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x0","power","saddle_V2",0.02,0.08,0.13
"123",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x0","size","saddle_V1",0.01,0.04,0.12
"124",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x0","size","saddle_V2",0.01,0.04,0.08
"125",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x1","power","saddle_V1",0.02,0.11,0.18
"126",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x1","power","saddle_V2",0.02,0.09,0.14
"127",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x1","size","saddle_V1",0,0.04,0.11
"128",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x1","size","saddle_V2",0,0.03,0.07
"129",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x2","power","saddle_V1",0.44,0.69,0.77
"130",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x2","power","saddle_V2",0.33,0.61,0.72
"131",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x2","size","saddle_V1",0.02,0.07,0.13
"132",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x2","size","saddle_V2",0.01,0.05,0.1
"133",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x3","power","saddle_V1",0.37,0.65,0.82
"134",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x3","power","saddle_V2",0.33,0.54,0.75
"135",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x3","size","saddle_V1",0,0.05,0.08
"136",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x3","size","saddle_V2",0.01,0.04,0.08
"137",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x4","power","saddle_V1",0.02,0.05,0.15
"138",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x4","power","saddle_V2",0.01,0.03,0.12
"139",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x4","size","saddle_V1",0.02,0.05,0.15
"140",25,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,922318465,"HC5","x4","size","saddle_V2",0.01,0.03,0.12
"141",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x0","power","saddle_V1",0.06,0.19,0.31
"142",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x0","power","saddle_V2",0.05,0.14,0.26
"143",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x0","size","saddle_V1",0.02,0.09,0.16
"144",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x0","size","saddle_V2",0.01,0.06,0.12
"145",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x1","power","saddle_V1",0.1,0.19,0.33
"146",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x1","power","saddle_V2",0.07,0.17,0.28
