"","n","mdl","xDist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10","percentNA"
"66",25,2,"norm","naive edgeKC",2000,74364571,"HC2","x0","power","edgeKC",0.0075,0.0505,0.107,0
"67",25,2,"norm","naive edgeKC",2000,74364571,"HC2","x0","size","naive",0.0125,0.067,0.1215,0
"68",25,2,"norm","naive edgeKC",2000,74364571,"HC2","x0","size","edgeKC",0.0075,0.0505,0.107,0
"69",25,2,"norm","naive edgeKC",2000,74364571,"HC2","x1","power","naive",0.9275,0.9765,0.9865,0
"70",25,2,"norm","naive edgeKC",2000,74364571,"HC2","x1","power","edgeKC",0.8935,0.9535,0.977,0
"71",25,2,"norm","naive edgeKC",2000,74364571,"HC2","x1","size","naive",0.021,0.0845,0.143,0
"72",25,2,"norm","naive edgeKC",2000,74364571,"HC2","x1","size","edgeKC",0.0095,0.047,0.0975,0
"73",40,2,"norm","naive edgeKC",2000,716227950,"HC2","x0","power","naive",0.0135,0.06,0.1075,0
"74",40,2,"norm","naive edgeKC",2000,716227950,"HC2","x0","power","edgeKC",0.011,0.053,0.0995,0
"75",40,2,"norm","naive edgeKC",2000,716227950,"HC2","x0","size","naive",0.0135,0.06,0.1075,0
"76",40,2,"norm","naive edgeKC",2000,716227950,"HC2","x0","size","edgeKC",0.011,0.053,0.0995,0
"77",40,2,"norm","naive edgeKC",2000,716227950,"HC2","x1","power","naive",0.9795,0.997,0.9975,0
"78",40,2,"norm","naive edgeKC",2000,716227950,"HC2","x1","power","edgeKC",0.972,0.993,0.9975,0
"79",40,2,"norm","naive edgeKC",2000,716227950,"HC2","x1","size","naive",0.0205,0.0745,0.1355,0
"80",40,2,"norm","naive edgeKC",2000,716227950,"HC2","x1","size","edgeKC",0.012,0.0515,0.106,0
"81",25,3,"norm","naive edgeKC",2000,832545806,"HC2","x0","power","naive",0.0055,0.049,0.099,0
"82",25,3,"norm","naive edgeKC",2000,832545806,"HC2","x0","power","edgeKC",0.0035,0.032,0.0815,0
"83",25,3,"norm","naive edgeKC",2000,832545806,"HC2","x0","size","naive",0.0055,0.049,0.099,0
"84",25,3,"norm","naive edgeKC",2000,832545806,"HC2","x0","size","edgeKC",0.0035,0.032,0.0815,0
"85",25,3,"norm","naive edgeKC",2000,832545806,"HC2","x1","power","naive",0.637,0.819,0.8875,0
"86",25,3,"norm","naive edgeKC",2000,832545806,"HC2","x1","power","edgeKC",0.5475,0.743,0.841,0
"87",25,3,"norm","naive edgeKC",2000,832545806,"HC2","x1","size","naive",0.035,0.0935,0.1515,0
"88",25,3,"norm","naive edgeKC",2000,832545806,"HC2","x1","size","edgeKC",0.022,0.056,0.107,0
"89",40,3,"norm","naive edgeKC",2000,53153352,"HC2","x0","power","naive",0.007,0.046,0.1035,0
"90",40,3,"norm","naive edgeKC",2000,53153352,"HC2","x0","power","edgeKC",0.006,0.038,0.092,0
"91",40,3,"norm","naive edgeKC",2000,53153352,"HC2","x0","size","naive",0.007,0.046,0.1035,0
"92",40,3,"norm","naive edgeKC",2000,53153352,"HC2","x0","size","edgeKC",0.006,0.038,0.092,0
"93",40,3,"norm","naive edgeKC",2000,53153352,"HC2","x1","power","naive",0.8285,0.934,0.958,0
"94",40,3,"norm","naive edgeKC",2000,53153352,"HC2","x1","power","edgeKC",0.78,0.905,0.9485,0
"95",40,3,"norm","naive edgeKC",2000,53153352,"HC2","x1","size","naive",0.0215,0.0695,0.1265,0
"96",40,3,"norm","naive edgeKC",2000,53153352,"HC2","x1","size","edgeKC",0.013,0.046,0.095,0
"97",25,1,"lap","naive edgeKC",2000,571329352,"HC2","x0","power","naive",0.0105,0.0525,0.0985,0
"98",25,1,"lap","naive edgeKC",2000,571329352,"HC2","x0","power","edgeKC",0.007,0.0415,0.0805,0
"99",25,1,"lap","naive edgeKC",2000,571329352,"HC2","x0","size","naive",0.0105,0.0525,0.0985,0
"100",25,1,"lap","naive edgeKC",2000,571329352,"HC2","x0","size","edgeKC",0.007,0.0415,0.0805,0
"101",25,1,"lap","naive edgeKC",2000,571329352,"HC2","x1","power","naive",1,1,1,0
"102",25,1,"lap","naive edgeKC",2000,571329352,"HC2","x1","power","edgeKC",1,1,1,0
"103",25,1,"lap","naive edgeKC",2000,571329352,"HC2","x1","size","naive",0.0285,0.0725,0.13,0
"104",25,1,"lap","naive edgeKC",2000,571329352,"HC2","x1","size","edgeKC",0.0135,0.037,0.067,0
"105",40,1,"lap","naive edgeKC",2000,369828521,"HC2","x0","power","naive",0.0145,0.055,0.108,0
"106",40,1,"lap","naive edgeKC",2000,369828521,"HC2","x0","power","edgeKC",0.0115,0.0465,0.098,0
"107",40,1,"lap","naive edgeKC",2000,369828521,"HC2","x0","size","naive",0.0145,0.055,0.108,0
"108",40,1,"lap","naive edgeKC",2000,369828521,"HC2","x0","size","edgeKC",0.0115,0.0465,0.098,0
"109",40,1,"lap","naive edgeKC",2000,369828521,"HC2","x1","power","naive",1,1,1,0
"110",40,1,"lap","naive edgeKC",2000,369828521,"HC2","x1","power","edgeKC",1,1,1,0
"111",40,1,"lap","naive edgeKC",2000,369828521,"HC2","x1","size","naive",0.022,0.083,0.1405,0
"112",40,1,"lap","naive edgeKC",2000,369828521,"HC2","x1","size","edgeKC",0.0095,0.041,0.092,0
"113",25,2,"lap","naive edgeKC",2000,826121999,"HC2","x0","power","naive",0.0105,0.046,0.0965,0
"114",25,2,"lap","naive edgeKC",2000,826121999,"HC2","x0","power","edgeKC",0.005,0.0345,0.079,0
"115",25,2,"lap","naive edgeKC",2000,826121999,"HC2","x0","size","naive",0.0105,0.046,0.0965,0
"116",25,2,"lap","naive edgeKC",2000,826121999,"HC2","x0","size","edgeKC",0.005,0.0345,0.079,0
"117",25,2,"lap","naive edgeKC",2000,826121999,"HC2","x1","power","naive",0.8465,0.917,0.939,0
"118",25,2,"lap","naive edgeKC",2000,826121999,"HC2","x1","power","edgeKC",0.7995,0.87,0.9015,0
"119",25,2,"lap","naive edgeKC",2000,826121999,"HC2","x1","size","naive",0.02,0.074,0.143,0
"120",25,2,"lap","naive edgeKC",2000,826121999,"HC2","x1","size","edgeKC",0.0095,0.033,0.0705,0
"121",40,2,"lap","naive edgeKC",2000,24276270,"HC2","x0","power","naive",0.013,0.057,0.095,0
"122",40,2,"lap","naive edgeKC",2000,24276270,"HC2","x0","power","edgeKC",0.008,0.0525,0.0885,0
"123",40,2,"lap","naive edgeKC",2000,24276270,"HC2","x0","size","naive",0.013,0.057,0.095,0
"124",40,2,"lap","naive edgeKC",2000,24276270,"HC2","x0","size","edgeKC",0.008,0.0525,0.0885,0
"125",40,2,"lap","naive edgeKC",2000,24276270,"HC2","x1","power","naive",0.8915,0.9385,0.9535,0
"126",40,2,"lap","naive edgeKC",2000,24276270,"HC2","x1","power","edgeKC",0.8555,0.9145,0.936,0
"127",40,2,"lap","naive edgeKC",2000,24276270,"HC2","x1","size","naive",0.0155,0.0625,0.1185,0
"128",40,2,"lap","naive edgeKC",2000,24276270,"HC2","x1","size","edgeKC",0.0075,0.034,0.072,0
"129",25,3,"lap","naive edgeKC",2000,483265594,"HC2","x0","power","naive",0.004,0.039,0.0865,0
"130",25,3,"lap","naive edgeKC",2000,483265594,"HC2","x0","power","edgeKC",0.0015,0.027,0.064,0
"131",25,3,"lap","naive edgeKC",2000,483265594,"HC2","x0","size","naive",0.004,0.039,0.0865,0
"132",25,3,"lap","naive edgeKC",2000,483265594,"HC2","x0","size","edgeKC",0.0015,0.027,0.064,0
"133",25,3,"lap","naive edgeKC",2000,483265594,"HC2","x1","power","naive",0.5855,0.7515,0.8255,0
"134",25,3,"lap","naive edgeKC",2000,483265594,"HC2","x1","power","edgeKC",0.477,0.6435,0.734,0
"135",25,3,"lap","naive edgeKC",2000,483265594,"HC2","x1","size","naive",0.0545,0.1285,0.201,0
"136",25,3,"lap","naive edgeKC",2000,483265594,"HC2","x1","size","edgeKC",0.028,0.066,0.114,0
"137",40,3,"lap","naive edgeKC",2000,908941107,"HC2","x0","power","naive",0.007,0.047,0.103,0
"138",40,3,"lap","naive edgeKC",2000,908941107,"HC2","x0","power","edgeKC",0.0045,0.042,0.0885,0
"139",40,3,"lap","naive edgeKC",2000,908941107,"HC2","x0","size","naive",0.007,0.047,0.103,0
"140",40,3,"lap","naive edgeKC",2000,908941107,"HC2","x0","size","edgeKC",0.0045,0.042,0.0885,0
"141",40,3,"lap","naive edgeKC",2000,908941107,"HC2","x1","power","naive",0.722,0.8555,0.899,0
"142",40,3,"lap","naive edgeKC",2000,908941107,"HC2","x1","power","edgeKC",0.621,0.7945,0.862,0
"143",40,3,"lap","naive edgeKC",2000,908941107,"HC2","x1","size","naive",0.045,0.107,0.169,0
"144",40,3,"lap","naive edgeKC",2000,908941107,"HC2","x1","size","edgeKC",0.0175,0.07,0.1165,0
