"","n","mdl","xDist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10","percentNA"
"243",40,2,"lap","naive edgeKC",10000,615618759,"HC2","x0","size","naive",0.0119,0.0528,0.1035,0
"244",40,2,"lap","naive edgeKC",10000,615618759,"HC2","x0","size","edgeKC",0.012,0.0524,0.1022,0
"245",40,2,"lap","naive edgeKC",10000,615618759,"HC2","x1","power","naive",0.8934,0.9373,0.9526,0
"246",40,2,"lap","naive edgeKC",10000,615618759,"HC2","x1","power","edgeKC",0.866,0.9203,0.9407,0
"247",40,2,"lap","naive edgeKC",10000,615618759,"HC2","x1","size","naive",0.0183,0.0639,0.1275,0
"248",40,2,"lap","naive edgeKC",10000,615618759,"HC2","x1","size","edgeKC",0.009,0.0424,0.0886,0
"249",40,2,"lap","naive edgeKC",10000,615618759,"HC3","x0","power","naive",0.0096,0.0436,0.0904,0
"250",40,2,"lap","naive edgeKC",10000,615618759,"HC3","x0","power","edgeKC",0.0095,0.043,0.0896,0
"251",40,2,"lap","naive edgeKC",10000,615618759,"HC3","x0","size","naive",0.0096,0.0436,0.0904,0
"252",40,2,"lap","naive edgeKC",10000,615618759,"HC3","x0","size","edgeKC",0.0095,0.043,0.0896,0
"253",40,2,"lap","naive edgeKC",10000,615618759,"HC3","x1","power","naive",0.863,0.9176,0.9372,0
"254",40,2,"lap","naive edgeKC",10000,615618759,"HC3","x1","power","edgeKC",0.8338,0.8967,0.9235,0
"255",40,2,"lap","naive edgeKC",10000,615618759,"HC3","x1","size","naive",0.011,0.0464,0.0908,0
"256",40,2,"lap","naive edgeKC",10000,615618759,"HC3","x1","size","edgeKC",0.0053,0.0303,0.066,0
"257",25,3,"lap","naive edgeKC",10000,374750219,"HC2","x0","power","naive",0.0048,0.0366,0.0966,0
"258",25,3,"lap","naive edgeKC",10000,374750219,"HC2","x0","power","edgeKC",0.0049,0.0356,0.0938,0
"259",25,3,"lap","naive edgeKC",10000,374750219,"HC2","x0","size","naive",0.0048,0.0366,0.0966,0
"260",25,3,"lap","naive edgeKC",10000,374750219,"HC2","x0","size","edgeKC",0.0049,0.0356,0.0938,0
"261",25,3,"lap","naive edgeKC",10000,374750219,"HC2","x1","power","naive",0.5864,0.754,0.8282,0
"262",25,3,"lap","naive edgeKC",10000,374750219,"HC2","x1","power","edgeKC",0.5084,0.68,0.7741,0
"263",25,3,"lap","naive edgeKC",10000,374750219,"HC2","x1","size","naive",0.0502,0.1252,0.1892,0
"264",25,3,"lap","naive edgeKC",10000,374750219,"HC2","x1","size","edgeKC",0.0302,0.0808,0.1411,0
"265",25,3,"lap","naive edgeKC",10000,374750219,"HC3","x0","power","naive",0.0019,0.0232,0.0672,0
"266",25,3,"lap","naive edgeKC",10000,374750219,"HC3","x0","power","edgeKC",0.0022,0.0227,0.065,0
"267",25,3,"lap","naive edgeKC",10000,374750219,"HC3","x0","size","naive",0.0019,0.0232,0.0672,0
"268",25,3,"lap","naive edgeKC",10000,374750219,"HC3","x0","size","edgeKC",0.0022,0.0227,0.065,0
"269",25,3,"lap","naive edgeKC",10000,374750219,"HC3","x1","power","naive",0.4878,0.6748,0.764,0
"270",25,3,"lap","naive edgeKC",10000,374750219,"HC3","x1","power","edgeKC",0.4144,0.5892,0.6985,0
"271",25,3,"lap","naive edgeKC",10000,374750219,"HC3","x1","size","naive",0.0303,0.0836,0.1366,0
"272",25,3,"lap","naive edgeKC",10000,374750219,"HC3","x1","size","edgeKC",0.0182,0.0521,0.0968,0
"273",40,3,"lap","naive edgeKC",10000,456250381,"HC2","x0","power","naive",0.0064,0.0419,0.0994,0
"274",40,3,"lap","naive edgeKC",10000,456250381,"HC2","x0","power","edgeKC",0.0064,0.0411,0.098,0
"275",40,3,"lap","naive edgeKC",10000,456250381,"HC2","x0","size","naive",0.0064,0.0419,0.0994,0
"276",40,3,"lap","naive edgeKC",10000,456250381,"HC2","x0","size","edgeKC",0.0064,0.0411,0.098,0
"277",40,3,"lap","naive edgeKC",10000,456250381,"HC2","x1","power","naive",0.7176,0.8454,0.896,0
"278",40,3,"lap","naive edgeKC",10000,456250381,"HC2","x1","power","edgeKC",0.645,0.8039,0.8703,0
"279",40,3,"lap","naive edgeKC",10000,456250381,"HC2","x1","size","naive",0.0411,0.1053,0.1667,0
"280",40,3,"lap","naive edgeKC",10000,456250381,"HC2","x1","size","edgeKC",0.0241,0.0723,0.1295,0
"281",40,3,"lap","naive edgeKC",10000,456250381,"HC3","x0","power","naive",0.0046,0.0326,0.0781,0
"282",40,3,"lap","naive edgeKC",10000,456250381,"HC3","x0","power","edgeKC",0.0046,0.032,0.0775,0
"283",40,3,"lap","naive edgeKC",10000,456250381,"HC3","x0","size","naive",0.0046,0.0326,0.0781,0
"284",40,3,"lap","naive edgeKC",10000,456250381,"HC3","x0","size","edgeKC",0.0046,0.032,0.0775,0
"285",40,3,"lap","naive edgeKC",10000,456250381,"HC3","x1","power","naive",0.6475,0.8035,0.8653,0
"286",40,3,"lap","naive edgeKC",10000,456250381,"HC3","x1","power","edgeKC",0.5663,0.7474,0.8275,0
"287",40,3,"lap","naive edgeKC",10000,456250381,"HC3","x1","size","naive",0.0276,0.076,0.1305,0
"288",40,3,"lap","naive edgeKC",10000,456250381,"HC3","x1","size","edgeKC",0.016,0.0537,0.0989,0
