"","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10"
"3522",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x0","power","Satt",1,1,1
"3523",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x0","power","saddle_V1",1,1,1
"3524",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x0","power","saddle_V2",1,1,1
"3525",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x0","size","naive",0,1,1
"3526",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x0","size","Satt",0,1,1
"3527",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x0","size","saddle_V1",0,1,1
"3528",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x0","size","saddle_V2",0,1,1
"3529",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x1","power","naive",0,0,0
"3530",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x1","power","Satt",0,0,0
"3531",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x1","power","saddle_V1",0,0,0
"3532",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x1","power","saddle_V2",0,0,0
"3533",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x1","size","naive",0,0,1
"3534",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x1","size","Satt",0,0,1
"3535",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x1","size","saddle_V1",0,0,1
"3536",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x1","size","saddle_V2",0,0,1
"3537",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x2","power","naive",1,1,1
"3538",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x2","power","Satt",1,1,1
"3539",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x2","power","saddle_V1",1,1,1
"3540",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x2","power","saddle_V2",1,1,1
"3541",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x2","size","naive",0,0,0
"3542",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x2","size","Satt",0,0,0
"3543",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x2","size","saddle_V1",0,0,0
"3544",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x2","size","saddle_V2",0,0,0
"3545",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x3","power","naive",1,1,1
"3546",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x3","power","Satt",1,1,1
"3547",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x3","power","saddle_V1",1,1,1
"3548",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x3","power","saddle_V2",1,1,1
"3549",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x3","size","naive",0,0,1
"3550",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x3","size","Satt",0,0,1
"3551",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x3","size","saddle_V1",0,0,1
"3552",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x3","size","saddle_V2",0,0,1
"3553",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x4","power","naive",0,0,0
"3554",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x4","power","Satt",0,0,0
"3555",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x4","power","saddle_V1",0,0,0
"3556",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x4","power","saddle_V2",0,0,0
"3557",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x4","size","naive",0,0,0
"3558",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x4","size","Satt",0,0,0
"3559",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x4","size","saddle_V1",0,0,0
"3560",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC1","x4","size","saddle_V2",0,0,0
"3561",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x0","power","naive",1,1,1
"3562",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x0","power","Satt",1,1,1
"3563",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x0","power","saddle_V1",1,1,1
"3564",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x0","power","saddle_V2",1,1,1
"3565",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x0","size","naive",0,1,1
"3566",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x0","size","Satt",0,1,1
"3567",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x0","size","saddle_V1",0,1,1
"3568",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x0","size","saddle_V2",0,0,1
"3569",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x1","power","naive",0,0,0
"3570",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x1","power","Satt",0,0,0
"3571",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x1","power","saddle_V1",0,0,0
"3572",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x1","power","saddle_V2",0,0,0
"3573",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x1","size","naive",0,0,1
"3574",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x1","size","Satt",0,0,1
"3575",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x1","size","saddle_V1",0,0,1
"3576",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x1","size","saddle_V2",0,0,0
"3577",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x2","power","naive",1,1,1
"3578",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x2","power","Satt",1,1,1
"3579",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x2","power","saddle_V1",1,1,1
"3580",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x2","power","saddle_V2",1,1,1
"3581",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x2","size","naive",0,0,0
"3582",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x2","size","Satt",0,0,0
"3583",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x2","size","saddle_V1",0,0,0
"3584",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x2","size","saddle_V2",0,0,0
"3585",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x3","power","naive",1,1,1
"3586",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x3","power","Satt",1,1,1
"3587",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x3","power","saddle_V1",1,1,1
"3588",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x3","power","saddle_V2",1,1,1
"3589",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x3","size","naive",0,0,1
"3590",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x3","size","Satt",0,0,1
"3591",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x3","size","saddle_V1",0,0,1
"3592",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x3","size","saddle_V2",0,0,0
"3593",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x4","power","naive",0,0,0
"3594",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x4","power","Satt",0,0,0
"3595",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x4","power","saddle_V1",0,0,0
"3596",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x4","power","saddle_V2",0,0,0
"3597",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x4","size","naive",0,0,0
"3598",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x4","size","Satt",0,0,0
"3599",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x4","size","saddle_V1",0,0,0
"3600",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC3","x4","size","saddle_V2",0,0,0
"3601",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x0","power","naive",1,1,1
"3602",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x0","power","Satt",1,1,1
"3603",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x0","power","saddle_V1",1,1,1
"3604",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x0","power","saddle_V2",1,1,1
"3605",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x0","size","naive",0,1,1
"3606",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x0","size","Satt",0,1,1
"3607",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x0","size","saddle_V1",0,1,1
"3608",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x0","size","saddle_V2",0,0,1
"3609",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x1","power","naive",0,0,0
"3610",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x1","power","Satt",0,0,0
"3611",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x1","power","saddle_V1",0,0,0
"3612",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x1","power","saddle_V2",0,0,0
"3613",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x1","size","naive",0,0,1
"3614",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x1","size","Satt",0,0,1
"3615",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x1","size","saddle_V1",0,0,1
"3616",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x1","size","saddle_V2",0,0,0
"3617",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x2","power","naive",1,1,1
"3618",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x2","power","Satt",1,1,1
"3619",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x2","power","saddle_V1",1,1,1
"3620",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x2","power","saddle_V2",1,1,1
"3621",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x2","size","naive",0,0,0
"3622",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x2","size","Satt",0,0,0
"3623",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x2","size","saddle_V1",0,0,0
"3624",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x2","size","saddle_V2",0,0,0
"3625",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x3","power","naive",1,1,1
"3626",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x3","power","Satt",1,1,1
"3627",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x3","power","saddle_V1",1,1,1
"3628",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x3","power","saddle_V2",1,1,1
"3629",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x3","size","naive",0,0,1
"3630",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x3","size","Satt",0,0,1
"3631",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x3","size","saddle_V1",0,0,1
"3632",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x3","size","saddle_V2",0,0,0
"3633",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x4","power","naive",0,0,0
"3634",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x4","power","Satt",0,0,0
"3635",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x4","power","saddle_V1",0,0,0
"3636",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x4","power","saddle_V2",0,0,0
"3637",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x4","size","naive",0,0,0
"3638",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x4","size","Satt",0,0,0
"3639",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x4","size","saddle_V1",0,0,0
"3640",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC4m","x4","size","saddle_V2",0,0,0
"3641",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x0","power","naive",1,1,1
"3642",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x0","power","Satt",1,1,1
"3643",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x0","power","saddle_V1",1,1,1
"3644",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x0","power","saddle_V2",1,1,1
"3645",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x0","size","naive",0,1,1
"3646",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x0","size","Satt",0,1,1
"3647",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x0","size","saddle_V1",0,1,1
"3648",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x0","size","saddle_V2",0,1,1
"3649",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x1","power","naive",0,0,0
"3650",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x1","power","Satt",0,0,0
"3651",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x1","power","saddle_V1",0,0,0
"3652",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x1","power","saddle_V2",0,0,0
"3653",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x1","size","naive",0,0,1
"3654",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x1","size","Satt",0,0,1
"3655",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x1","size","saddle_V1",0,0,1
"3656",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x1","size","saddle_V2",0,0,1
"3657",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x2","power","naive",1,1,1
"3658",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x2","power","Satt",1,1,1
"3659",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x2","power","saddle_V1",1,1,1
"3660",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x2","power","saddle_V2",1,1,1
"3661",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x2","size","naive",0,0,0
"3662",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x2","size","Satt",0,0,0
"3663",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x2","size","saddle_V1",0,0,0
"3664",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x2","size","saddle_V2",0,0,0
"3665",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x3","power","naive",1,1,1
"3666",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x3","power","Satt",1,1,1
"3667",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x3","power","saddle_V1",1,1,1
"3668",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x3","power","saddle_V2",1,1,1
"3669",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x3","size","naive",0,0,1
"3670",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x3","size","Satt",0,0,1
"3671",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x3","size","saddle_V1",0,0,1
"3672",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x3","size","saddle_V2",0,0,0
"3673",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x4","power","naive",0,0,0
"3674",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x4","power","Satt",0,0,0
"3675",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x4","power","saddle_V1",0,0,0
"3676",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x4","power","saddle_V2",0,0,0
"3677",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x4","size","naive",0,0,0
"3678",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x4","size","Satt",0,0,0
"3679",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x4","size","saddle_V1",0,0,0
"3680",500,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,47398231,"HC5","x4","size","saddle_V2",0,0,0
"3681",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x0","power","naive",0,0,0
"3682",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x0","power","Satt",0,0,0
"3683",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x0","power","saddle_V1",0,0,0
"3684",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x0","power","saddle_V2",0,0,0
"3685",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x0","size","naive",0,0,0
"3686",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x0","size","Satt",0,0,0
"3687",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x0","size","saddle_V1",0,0,0
"3688",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x0","size","saddle_V2",0,0,0
"3689",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x1","power","naive",0,1,1
"3690",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x1","power","Satt",0,1,1
"3691",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x1","power","saddle_V1",0,1,1
"3692",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x1","power","saddle_V2",0,1,1
"3693",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x1","size","naive",0,0,0
"3694",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x1","size","Satt",0,0,0
"3695",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x1","size","saddle_V1",0,0,0
"3696",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x1","size","saddle_V2",0,0,0
"3697",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x2","power","naive",1,1,1
"3698",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x2","power","Satt",1,1,1
"3699",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x2","power","saddle_V1",1,1,1
"3700",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x2","power","saddle_V2",1,1,1
"3701",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x2","size","naive",0,0,0
"3702",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x2","size","Satt",0,0,0
"3703",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x2","size","saddle_V1",0,0,0
"3704",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x2","size","saddle_V2",0,0,0
"3705",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x3","power","naive",0,1,1
"3706",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x3","power","Satt",0,1,1
"3707",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x3","power","saddle_V1",0,1,1
"3708",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x3","power","saddle_V2",0,1,1
"3709",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x3","size","naive",0,0,1
"3710",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x3","size","Satt",0,0,1
"3711",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x3","size","saddle_V1",0,0,1
"3712",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x3","size","saddle_V2",0,0,0
"3713",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x4","power","naive",0,0,0
"3714",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x4","power","Satt",0,0,0
"3715",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x4","power","saddle_V1",0,0,0
"3716",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x4","power","saddle_V2",0,0,0
"3717",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x4","size","naive",0,0,0
"3718",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x4","size","Satt",0,0,0
"3719",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x4","size","saddle_V1",0,0,0
"3720",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC1","x4","size","saddle_V2",0,0,0
"3721",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC3","x0","power","naive",0,0,0
"3722",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC3","x0","power","Satt",0,0,0
"3723",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC3","x0","power","saddle_V1",0,0,0
"3724",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC3","x0","power","saddle_V2",0,0,0
"3725",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC3","x0","size","naive",0,0,0
"3726",1000,"1 1 1 1 0 0","T T T T T F","E3","En","naive Satt saddle",1,1040730730,"HC3","x0","size","Satt",0,0,0
