"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3","HC4","HC4m","HC5"
"1070",500,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,625232256,"B4","Power",0.053,0.052,0.05,0.049,0.047,0.05,0.05,0.05
"1071",1000,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,731184360,"B0","Size",0.051,0.052,0.052,0.051,0.051,0.052,0.052,0.052
"1072",1000,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,731184360,"B1","Size",0.071,0.046,0.046,0.041,0.041,0.045,0.044,0.045
"1073",1000,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,731184360,"B2","Size",0.047,0.049,0.048,0.047,0.047,0.048,0.048,0.048
"1074",1000,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,731184360,"B3","Size",0.249,0.065,0.065,0.063,0.06,0.064,0.064,0.064
"1075",1000,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,731184360,"B4","Size",0.046,0.044,0.044,0.041,0.039,0.044,0.044,0.044
"1076",1000,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,731184360,"B0","Power",0.178,0.172,0.169,0.165,0.161,0.171,0.169,0.171
"1077",1000,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,731184360,"B1","Power",0.216,0.164,0.162,0.159,0.155,0.162,0.161,0.162
"1078",1000,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,731184360,"B2","Power",0.989,0.988,0.988,0.988,0.988,0.988,0.988,0.988
"1079",1000,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,731184360,"B3","Power",0.976,0.905,0.901,0.895,0.891,0.9,0.898,0.9
"1080",1000,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,731184360,"B4","Power",0.046,0.044,0.044,0.041,0.039,0.044,0.044,0.044
"1081",25,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,550556180,"B0","Size",0.055,0.098,0.071,0.062,0.023,0.081,0.074,0.081
"1082",25,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,550556180,"B1","Size",0.064,0.108,0.079,0.065,0.024,0.098,0.081,0.098
"1083",25,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,550556180,"B2","Size",0.048,0.093,0.055,0.042,0.022,0.075,0.055,0.075
"1084",25,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,550556180,"B3","Size",0.115,0.178,0.133,0.095,0.046,0.148,0.121,0.148
"1085",25,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,550556180,"B4","Size",0.055,0.076,0.052,0.045,0.026,0.065,0.058,0.065
"1086",25,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,550556180,"B0","Power",0.053,0.108,0.071,0.063,0.025,0.093,0.08,0.093
"1087",25,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,550556180,"B1","Power",0.061,0.109,0.076,0.063,0.028,0.092,0.073,0.092
"1088",25,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,550556180,"B2","Power",0.114,0.2,0.155,0.135,0.075,0.187,0.16,0.187
"1089",25,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,550556180,"B3","Power",0.178,0.254,0.209,0.165,0.092,0.229,0.199,0.229
"1090",25,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,550556180,"B4","Power",0.055,0.076,0.052,0.045,0.026,0.065,0.058,0.065
"1091",50,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1062782206,"B0","Size",0.041,0.068,0.055,0.046,0.035,0.061,0.058,0.061
"1092",50,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1062782206,"B1","Size",0.062,0.085,0.065,0.053,0.033,0.073,0.066,0.073
"1093",50,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1062782206,"B2","Size",0.053,0.065,0.046,0.039,0.031,0.059,0.048,0.059
"1094",50,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1062782206,"B3","Size",0.132,0.127,0.106,0.087,0.051,0.113,0.1,0.113
"1095",50,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1062782206,"B4","Size",0.046,0.067,0.051,0.044,0.029,0.06,0.055,0.06
"1096",50,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1062782206,"B0","Power",0.046,0.078,0.058,0.052,0.038,0.074,0.063,0.074
"1097",50,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1062782206,"B1","Power",0.061,0.083,0.071,0.067,0.038,0.076,0.072,0.076
"1098",50,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1062782206,"B2","Power",0.177,0.229,0.199,0.188,0.154,0.213,0.202,0.213
"1099",50,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1062782206,"B3","Power",0.287,0.311,0.284,0.254,0.194,0.294,0.281,0.294
"1100",50,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1062782206,"B4","Power",0.046,0.067,0.051,0.044,0.029,0.06,0.055,0.06
"1101",100,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,900004978,"B0","Size",0.04,0.046,0.041,0.04,0.034,0.044,0.041,0.044
"1102",100,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,900004978,"B1","Size",0.056,0.058,0.054,0.051,0.038,0.056,0.054,0.056
"1103",100,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,900004978,"B2","Size",0.046,0.055,0.05,0.05,0.04,0.052,0.051,0.052
"1104",100,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,900004978,"B3","Size",0.138,0.093,0.085,0.071,0.061,0.089,0.083,0.089
"1105",100,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,900004978,"B4","Size",0.034,0.048,0.042,0.041,0.033,0.045,0.042,0.045
"1106",100,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,900004978,"B0","Power",0.047,0.066,0.056,0.053,0.042,0.063,0.062,0.063
"1107",100,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,900004978,"B1","Power",0.069,0.068,0.065,0.058,0.049,0.065,0.063,0.065
"1108",100,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,900004978,"B2","Power",0.305,0.353,0.335,0.327,0.301,0.344,0.339,0.344
"1109",100,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,900004978,"B3","Power",0.401,0.358,0.349,0.32,0.277,0.35,0.344,0.35
"1110",100,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,900004978,"B4","Power",0.034,0.048,0.042,0.041,0.033,0.045,0.042,0.045
"1111",250,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,272186338,"B0","Size",0.036,0.049,0.045,0.045,0.041,0.048,0.047,0.048
"1112",250,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,272186338,"B1","Size",0.057,0.054,0.051,0.049,0.047,0.053,0.051,0.053
"1113",250,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,272186338,"B2","Size",0.052,0.06,0.056,0.055,0.054,0.06,0.06,0.06
"1114",250,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,272186338,"B3","Size",0.164,0.078,0.078,0.069,0.058,0.078,0.076,0.078
"1115",250,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,272186338,"B4","Size",0.042,0.043,0.037,0.035,0.031,0.04,0.039,0.04
"1116",250,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,272186338,"B0","Power",0.069,0.089,0.088,0.081,0.078,0.089,0.089,0.089
"1117",250,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,272186338,"B1","Power",0.092,0.079,0.076,0.075,0.072,0.077,0.077,0.077
"1118",250,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,272186338,"B2","Power",0.595,0.621,0.614,0.611,0.602,0.618,0.616,0.618
"1119",250,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,272186338,"B3","Power",0.668,0.56,0.555,0.537,0.517,0.558,0.552,0.558
"1120",250,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,272186338,"B4","Power",0.042,0.043,0.037,0.035,0.031,0.04,0.039,0.04
"1121",500,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,856661979,"B0","Size",0.041,0.052,0.052,0.052,0.051,0.052,0.052,0.052
"1122",500,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,856661979,"B1","Size",0.06,0.058,0.057,0.055,0.052,0.058,0.057,0.058
"1123",500,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,856661979,"B2","Size",0.048,0.049,0.049,0.049,0.046,0.049,0.049,0.049
"1124",500,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,856661979,"B3","Size",0.143,0.054,0.05,0.05,0.043,0.052,0.05,0.052
"1125",500,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,856661979,"B4","Size",0.056,0.062,0.06,0.06,0.06,0.06,0.06,0.06
"1126",500,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,856661979,"B0","Power",0.078,0.091,0.09,0.089,0.086,0.091,0.09,0.091
"1127",500,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,856661979,"B1","Power",0.136,0.125,0.122,0.121,0.118,0.124,0.122,0.124
"1128",500,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,856661979,"B2","Power",0.857,0.867,0.866,0.865,0.861,0.867,0.866,0.867
"1129",500,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,856661979,"B3","Power",0.906,0.822,0.822,0.814,0.803,0.822,0.818,0.822
"1130",500,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,856661979,"B4","Power",0.056,0.062,0.06,0.06,0.06,0.06,0.06,0.06
"1131",1000,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,107141844,"B0","Size",0.052,0.063,0.063,0.062,0.062,0.063,0.063,0.063
"1132",1000,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,107141844,"B1","Size",0.076,0.071,0.07,0.068,0.065,0.071,0.07,0.071
"1133",1000,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,107141844,"B2","Size",0.066,0.066,0.065,0.065,0.065,0.065,0.065,0.065
"1134",1000,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,107141844,"B3","Size",0.144,0.055,0.055,0.053,0.049,0.055,0.055,0.055
"1135",1000,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,107141844,"B4","Size",0.053,0.053,0.053,0.053,0.05,0.053,0.053,0.053
"1136",1000,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,107141844,"B0","Power",0.155,0.172,0.172,0.171,0.17,0.172,0.172,0.172
"1137",1000,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,107141844,"B1","Power",0.229,0.213,0.212,0.209,0.204,0.213,0.213,0.213
"1138",1000,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,107141844,"B2","Power",0.984,0.983,0.983,0.983,0.983,0.983,0.983,0.983
"1139",1000,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,107141844,"B3","Power",0.986,0.961,0.961,0.96,0.96,0.961,0.961,0.961
"1140",1000,"1 1 1 1 0 0","E4","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,107141844,"B4","Power",0.053,0.053,0.053,0.053,0.05,0.053,0.053,0.053
"1141",25,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,937781899,"B0","Size",0.05,0.095,0.067,0.061,0.029,0.081,0.07,0.081
"1142",25,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,937781899,"B1","Size",0.062,0.109,0.07,0.06,0.035,0.092,0.073,0.092
"1143",25,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,937781899,"B2","Size",0.058,0.114,0.073,0.066,0.035,0.095,0.08,0.095
"1144",25,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,937781899,"B3","Size",0.055,0.127,0.086,0.072,0.042,0.1,0.086,0.1
"1145",25,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,937781899,"B4","Size",0.048,0.09,0.054,0.049,0.033,0.074,0.06,0.074
"1146",25,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,937781899,"B0","Power",0.071,0.133,0.092,0.083,0.039,0.113,0.096,0.113
"1147",25,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,937781899,"B1","Power",0.068,0.136,0.095,0.081,0.039,0.12,0.099,0.12
"1148",25,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,937781899,"B2","Power",0.373,0.508,0.439,0.414,0.315,0.474,0.446,0.474
"1149",25,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,937781899,"B3","Power",0.513,0.622,0.569,0.522,0.378,0.593,0.556,0.593
"1150",25,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,937781899,"B4","Power",0.048,0.09,0.054,0.049,0.033,0.074,0.06,0.074
"1151",50,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729137157,"B0","Size",0.047,0.063,0.048,0.046,0.039,0.056,0.051,0.056
"1152",50,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729137157,"B1","Size",0.049,0.067,0.059,0.057,0.041,0.064,0.061,0.064
"1153",50,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729137157,"B2","Size",0.043,0.076,0.062,0.057,0.046,0.068,0.064,0.068
"1154",50,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729137157,"B3","Size",0.06,0.086,0.071,0.061,0.042,0.079,0.071,0.079
"1155",50,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729137157,"B4","Size",0.051,0.069,0.056,0.053,0.038,0.067,0.06,0.067
"1156",50,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729137157,"B0","Power",0.081,0.131,0.102,0.091,0.059,0.115,0.109,0.115
"1157",50,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729137157,"B1","Power",0.097,0.143,0.118,0.111,0.087,0.13,0.123,0.13
"1158",50,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729137157,"B2","Power",0.699,0.762,0.735,0.724,0.669,0.75,0.741,0.75
"1159",50,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729137157,"B3","Power",0.816,0.858,0.846,0.819,0.765,0.852,0.838,0.852
"1160",50,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729137157,"B4","Power",0.051,0.069,0.056,0.053,0.038,0.067,0.06,0.067
"1161",100,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,884100398,"B0","Size",0.036,0.052,0.046,0.046,0.032,0.049,0.048,0.049
"1162",100,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,884100398,"B1","Size",0.039,0.049,0.044,0.042,0.037,0.048,0.045,0.048
"1163",100,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,884100398,"B2","Size",0.044,0.055,0.051,0.05,0.041,0.054,0.051,0.054
"1164",100,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,884100398,"B3","Size",0.046,0.059,0.055,0.049,0.039,0.055,0.053,0.055
"1165",100,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,884100398,"B4","Size",0.057,0.057,0.051,0.05,0.04,0.055,0.051,0.055
"1166",100,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,884100398,"B0","Power",0.127,0.172,0.152,0.144,0.125,0.165,0.161,0.165
"1167",100,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,884100398,"B1","Power",0.146,0.176,0.165,0.162,0.151,0.169,0.166,0.169
"1168",100,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,884100398,"B2","Power",0.939,0.951,0.949,0.947,0.933,0.951,0.95,0.951
"1169",100,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,884100398,"B3","Power",0.981,0.984,0.984,0.982,0.975,0.984,0.983,0.984
"1170",100,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,884100398,"B4","Power",0.057,0.057,0.051,0.05,0.04,0.055,0.051,0.055
"1171",250,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,16928889,"B0","Size",0.043,0.054,0.051,0.051,0.05,0.054,0.054,0.054
"1172",250,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,16928889,"B1","Size",0.052,0.064,0.063,0.062,0.054,0.063,0.063,0.063
"1173",250,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,16928889,"B2","Size",0.057,0.064,0.062,0.059,0.057,0.064,0.063,0.064
"1174",250,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,16928889,"B3","Size",0.047,0.056,0.053,0.049,0.042,0.055,0.051,0.055
"1175",250,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,16928889,"B4","Size",0.045,0.044,0.044,0.044,0.043,0.044,0.044,0.044
"1176",250,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,16928889,"B0","Power",0.238,0.263,0.256,0.255,0.249,0.261,0.26,0.261
"1177",250,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,16928889,"B1","Power",0.324,0.355,0.347,0.344,0.334,0.352,0.349,0.352
"1178",250,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,16928889,"B2","Power",1,1,1,1,1,1,1,1
"1179",250,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,16928889,"B3","Power",1,1,1,1,0.999,1,1,1
"1180",250,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,16928889,"B4","Power",0.045,0.044,0.044,0.044,0.043,0.044,0.044,0.044
"1181",500,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,404660407,"B0","Size",0.041,0.047,0.045,0.044,0.041,0.046,0.045,0.046
"1182",500,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,404660407,"B1","Size",0.046,0.045,0.044,0.044,0.042,0.045,0.044,0.045
"1183",500,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,404660407,"B2","Size",0.048,0.049,0.048,0.047,0.044,0.049,0.048,0.049
"1184",500,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,404660407,"B3","Size",0.053,0.057,0.057,0.057,0.054,0.057,0.057,0.057
"1185",500,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,404660407,"B4","Size",0.066,0.07,0.068,0.068,0.067,0.069,0.068,0.069
"1186",500,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,404660407,"B0","Power",0.427,0.445,0.442,0.44,0.438,0.445,0.444,0.445
"1187",500,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,404660407,"B1","Power",0.578,0.582,0.579,0.577,0.57,0.582,0.581,0.582
"1188",500,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,404660407,"B2","Power",1,1,1,1,1,1,1,1
"1189",500,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,404660407,"B3","Power",1,1,1,1,1,1,1,1
"1190",500,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,404660407,"B4","Power",0.066,0.07,0.068,0.068,0.067,0.069,0.068,0.069
"1191",1000,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,36369082,"B0","Size",0.033,0.04,0.039,0.038,0.036,0.04,0.039,0.04
"1192",1000,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,36369082,"B1","Size",0.038,0.04,0.04,0.04,0.04,0.04,0.04,0.04
"1193",1000,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,36369082,"B2","Size",0.043,0.041,0.041,0.041,0.041,0.041,0.041,0.041
"1194",1000,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,36369082,"B3","Size",0.054,0.049,0.049,0.048,0.044,0.049,0.049,0.049
"1195",1000,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,36369082,"B4","Size",0.057,0.058,0.056,0.056,0.055,0.058,0.058,0.058
"1196",1000,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,36369082,"B0","Power",0.716,0.737,0.737,0.737,0.734,0.737,0.737,0.737
"1197",1000,"1 1 1 1 0 0","E5","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,36369082,"B1","Power",0.846,0.85,0.849,0.846,0.844,0.85,0.85,0.85
