"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3"
"503",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,283461371,"B2","Size",0.05,0.062,0.055,0.052,0.046
"504",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,283461371,"B3","Size",0.05,0.07,0.062,0.057,0.042
"505",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,283461371,"B4","Size",0.047,0.059,0.049,0.048,0.044
"506",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,283461371,"B0","Power",0.239,0.298,0.282,0.277,0.251
"507",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,283461371,"B1","Power",0.26,0.307,0.285,0.28,0.255
"508",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,283461371,"B2","Power",0.906,0.9,0.89,0.888,0.879
"509",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,283461371,"B3","Power",0.954,0.977,0.972,0.971,0.963
"510",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,283461371,"B4","Power",0.047,0.059,0.049,0.048,0.044
"511",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,639632939,"B0","Size",0.104,0.143,0.136,0.132,0.119
"512",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,639632939,"B1","Size",0.088,0.093,0.089,0.089,0.083
"513",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,639632939,"B2","Size",0.055,0.064,0.061,0.06,0.055
"514",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,639632939,"B3","Size",0.051,0.069,0.064,0.059,0.053
"515",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,639632939,"B4","Size",0.055,0.054,0.049,0.046,0.043
"516",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,639632939,"B0","Power",0.485,0.544,0.537,0.533,0.521
"517",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,639632939,"B1","Power",0.495,0.537,0.527,0.523,0.509
"518",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,639632939,"B2","Power",1,0.997,0.997,0.997,0.997
"519",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,639632939,"B3","Power",1,1,1,1,1
"520",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,639632939,"B4","Power",0.055,0.054,0.049,0.046,0.043
"521",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,175758867,"B0","Size",0.169,0.192,0.188,0.187,0.184
"522",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,175758867,"B1","Size",0.147,0.158,0.153,0.152,0.145
"523",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,175758867,"B2","Size",0.067,0.064,0.064,0.063,0.063
"524",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,175758867,"B3","Size",0.033,0.047,0.045,0.042,0.041
"525",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,175758867,"B4","Size",0.05,0.059,0.058,0.058,0.057
"526",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,175758867,"B0","Power",0.765,0.781,0.779,0.778,0.774
"527",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,175758867,"B1","Power",0.791,0.8,0.798,0.797,0.794
"528",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,175758867,"B2","Power",1,1,1,1,1
"529",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,175758867,"B3","Power",1,1,1,1,1
"530",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,175758867,"B4","Power",0.05,0.059,0.058,0.058,0.057
"531",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,60703538,"B0","Size",0.307,0.325,0.323,0.323,0.319
"532",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,60703538,"B1","Size",0.208,0.216,0.216,0.216,0.213
"533",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,60703538,"B2","Size",0.057,0.057,0.057,0.057,0.053
"534",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,60703538,"B3","Size",0.051,0.058,0.057,0.057,0.053
"535",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,60703538,"B4","Size",0.046,0.046,0.045,0.045,0.045
"536",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,60703538,"B0","Power",0.966,0.961,0.961,0.961,0.961
"537",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,60703538,"B1","Power",0.975,0.979,0.979,0.979,0.977
"538",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,60703538,"B2","Power",1,1,1,1,1
"539",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,60703538,"B3","Power",1,1,1,1,1
"540",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,60703538,"B4","Power",0.046,0.046,0.045,0.045,0.045
"541",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,325195692,"B0","Size",0.08,0.124,0.071,0.06,0.029
"542",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,325195692,"B1","Size",0.071,0.115,0.069,0.055,0.025
"543",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,325195692,"B2","Size",0.052,0.072,0.053,0.049,0.026
"544",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,325195692,"B3","Size",0.092,0.118,0.082,0.054,0.023
"545",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,325195692,"B4","Size",0.055,0.087,0.051,0.049,0.022
"546",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,325195692,"B0","Power",0.106,0.179,0.127,0.106,0.058
"547",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,325195692,"B1","Power",0.076,0.126,0.091,0.074,0.034
"548",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,325195692,"B2","Power",0.261,0.385,0.321,0.293,0.213
"549",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,325195692,"B3","Power",0.408,0.553,0.48,0.405,0.249
"550",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,325195692,"B4","Power",0.055,0.087,0.051,0.049,0.022
"551",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1032610136,"B0","Size",0.073,0.101,0.083,0.076,0.051
"552",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1032610136,"B1","Size",0.057,0.067,0.051,0.046,0.03
"553",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1032610136,"B2","Size",0.043,0.054,0.041,0.04,0.026
"554",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1032610136,"B3","Size",0.103,0.099,0.086,0.072,0.042
"555",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1032610136,"B4","Size",0.044,0.054,0.044,0.044,0.031
"556",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1032610136,"B0","Power",0.115,0.185,0.159,0.151,0.104
"557",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1032610136,"B1","Power",0.081,0.101,0.086,0.08,0.059
"558",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1032610136,"B2","Power",0.396,0.497,0.454,0.446,0.402
"559",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1032610136,"B3","Power",0.664,0.732,0.695,0.647,0.533
"560",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1032610136,"B4","Power",0.044,0.054,0.044,0.044,0.031
"561",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,313507968,"B0","Size",0.105,0.13,0.122,0.114,0.098
"562",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,313507968,"B1","Size",0.058,0.061,0.054,0.051,0.044
"563",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,313507968,"B2","Size",0.048,0.058,0.055,0.05,0.037
"564",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,313507968,"B3","Size",0.133,0.085,0.076,0.06,0.044
"565",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,313507968,"B4","Size",0.056,0.058,0.052,0.049,0.041
"566",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,313507968,"B0","Power",0.236,0.272,0.258,0.252,0.224
"567",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,313507968,"B1","Power",0.11,0.124,0.12,0.114,0.096
"568",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,313507968,"B2","Power",0.676,0.707,0.69,0.685,0.668
"569",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,313507968,"B3","Power",0.909,0.937,0.93,0.916,0.883
"570",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,313507968,"B4","Power",0.056,0.058,0.052,0.049,0.041
"571",250,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,574828391,"B0","Size",0.186,0.203,0.192,0.188,0.174
"572",250,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,574828391,"B1","Size",0.067,0.057,0.053,0.051,0.046
"573",250,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,574828391,"B2","Size",0.05,0.053,0.053,0.051,0.047
"574",250,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,574828391,"B3","Size",0.231,0.127,0.122,0.111,0.098
"575",250,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,574828391,"B4","Size",0.044,0.047,0.046,0.045,0.044
"576",250,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,574828391,"B0","Power",0.461,0.483,0.477,0.473,0.465
"577",250,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,574828391,"B1","Power",0.209,0.221,0.218,0.211,0.2
"578",250,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,574828391,"B2","Power",0.948,0.938,0.938,0.936,0.935
"579",250,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,574828391,"B3","Power",0.998,1,1,0.999,0.998
"580",250,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,574828391,"B4","Power",0.044,0.047,0.046,0.045,0.044
"581",500,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602980536,"B0","Size",0.312,0.309,0.308,0.304,0.299
"582",500,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602980536,"B1","Size",0.05,0.043,0.043,0.043,0.041
"583",500,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602980536,"B2","Size",0.041,0.042,0.041,0.041,0.041
"584",500,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602980536,"B3","Size",0.394,0.236,0.231,0.221,0.21
"585",500,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602980536,"B4","Size",0.058,0.062,0.062,0.061,0.059
"586",500,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602980536,"B0","Power",0.732,0.749,0.745,0.745,0.738
"587",500,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602980536,"B1","Power",0.311,0.312,0.306,0.303,0.299
"588",500,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602980536,"B2","Power",1,0.999,0.999,0.999,0.999
"589",500,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602980536,"B3","Power",1,1,1,1,1
"590",500,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602980536,"B4","Power",0.058,0.062,0.062,0.061,0.059
"591",1000,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510954157,"B0","Size",0.533,0.537,0.537,0.537,0.532
"592",1000,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510954157,"B1","Size",0.067,0.062,0.062,0.061,0.058
"593",1000,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510954157,"B2","Size",0.055,0.056,0.056,0.055,0.053
"594",1000,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510954157,"B3","Size",0.585,0.458,0.456,0.45,0.445
"595",1000,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510954157,"B4","Size",0.054,0.05,0.05,0.05,0.049
"596",1000,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510954157,"B0","Power",0.947,0.949,0.948,0.947,0.947
"597",1000,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510954157,"B1","Power",0.543,0.513,0.512,0.51,0.505
"598",1000,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510954157,"B2","Power",1,1,1,1,1
"599",1000,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510954157,"B3","Power",1,1,1,1,1
"600",1000,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510954157,"B4","Power",0.054,0.05,0.05,0.05,0.049
"601",25,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,200323351,"B0","Size",0.052,0.081,0.054,0.043,0.014
"602",25,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,200323351,"B1","Size",0.072,0.092,0.063,0.054,0.021
"603",25,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,200323351,"B2","Size",0.045,0.081,0.054,0.046,0.02
"604",25,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,200323351,"B3","Size",0.133,0.152,0.123,0.087,0.043
"605",25,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,200323351,"B4","Size",0.077,0.103,0.069,0.06,0.034
"606",25,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,200323351,"B0","Power",0.066,0.094,0.063,0.051,0.024
"607",25,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,200323351,"B1","Power",0.068,0.097,0.073,0.063,0.026
"608",25,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,200323351,"B2","Power",0.114,0.199,0.144,0.13,0.068
"609",25,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,200323351,"B3","Power",0.282,0.323,0.271,0.223,0.119
"610",25,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,200323351,"B4","Power",0.077,0.103,0.069,0.06,0.034
"611",50,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,515903,"B0","Size",0.056,0.057,0.046,0.041,0.026
"612",50,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,515903,"B1","Size",0.071,0.064,0.047,0.042,0.03
"613",50,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,515903,"B2","Size",0.05,0.065,0.048,0.042,0.029
"614",50,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,515903,"B3","Size",0.238,0.155,0.137,0.103,0.062
"615",50,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,515903,"B4","Size",0.082,0.096,0.075,0.07,0.049
"616",50,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,515903,"B0","Power",0.067,0.085,0.066,0.058,0.037
"617",50,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,515903,"B1","Power",0.085,0.084,0.068,0.061,0.04
"618",50,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,515903,"B2","Power",0.165,0.233,0.207,0.197,0.147
"619",50,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,515903,"B3","Power",0.521,0.487,0.435,0.366,0.257
"620",50,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,515903,"B4","Power",0.082,0.096,0.075,0.07,0.049
"621",100,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,112700304,"B0","Size",0.051,0.054,0.047,0.046,0.037
"622",100,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,112700304,"B1","Size",0.07,0.067,0.059,0.053,0.041
"623",100,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,112700304,"B2","Size",0.047,0.061,0.056,0.052,0.044
"624",100,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,112700304,"B3","Size",0.325,0.16,0.149,0.12,0.089
"625",100,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,112700304,"B4","Size",0.1,0.114,0.102,0.099,0.079
"626",100,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,112700304,"B0","Power",0.074,0.087,0.082,0.072,0.057
"627",100,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,112700304,"B1","Power",0.089,0.096,0.089,0.081,0.07
"628",100,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,112700304,"B2","Power",0.271,0.341,0.321,0.311,0.283
"629",100,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,112700304,"B3","Power",0.772,0.72,0.699,0.645,0.582
"630",100,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,112700304,"B4","Power",0.1,0.114,0.102,0.099,0.079
"631",250,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,933987796,"B0","Size",0.06,0.052,0.051,0.05,0.043
"632",250,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,933987796,"B1","Size",0.09,0.08,0.079,0.075,0.071
"633",250,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,933987796,"B2","Size",0.054,0.051,0.05,0.049,0.044
"634",250,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,933987796,"B3","Size",0.537,0.329,0.319,0.304,0.266
"635",250,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,933987796,"B4","Size",0.216,0.229,0.225,0.217,0.209
"636",250,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,933987796,"B0","Power",0.085,0.078,0.075,0.072,0.063
"637",250,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,933987796,"B1","Power",0.155,0.152,0.146,0.143,0.134
"638",250,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,933987796,"B2","Power",0.549,0.583,0.574,0.566,0.556
"639",250,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,933987796,"B3","Power",0.988,0.977,0.977,0.97,0.955
"640",250,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,933987796,"B4","Power",0.216,0.229,0.225,0.217,0.209
"641",500,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,589178637,"B0","Size",0.053,0.053,0.052,0.052,0.051
"642",500,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,589178637,"B1","Size",0.086,0.065,0.065,0.065,0.06
"643",500,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,589178637,"B2","Size",0.044,0.045,0.044,0.043,0.042
"644",500,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,589178637,"B3","Size",0.832,0.643,0.64,0.616,0.595
"645",500,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,589178637,"B4","Size",0.378,0.406,0.403,0.401,0.391
"646",500,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,589178637,"B0","Power",0.133,0.124,0.121,0.119,0.112
"647",500,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,589178637,"B1","Power",0.206,0.192,0.191,0.187,0.183
"648",500,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,589178637,"B2","Power",0.82,0.827,0.826,0.824,0.822
"649",500,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,589178637,"B3","Power",1,0.999,0.999,0.999,0.998
"650",500,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,589178637,"B4","Power",0.378,0.406,0.403,0.401,0.391
"651",1000,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,861067790,"B0","Size",0.045,0.04,0.04,0.039,0.039
"652",1000,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,861067790,"B1","Size",0.097,0.069,0.068,0.067,0.067
"653",1000,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,861067790,"B2","Size",0.039,0.041,0.041,0.041,0.041
"654",1000,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,861067790,"B3","Size",0.967,0.919,0.918,0.915,0.914
"655",1000,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,861067790,"B4","Size",0.652,0.67,0.669,0.669,0.664
"656",1000,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,861067790,"B0","Power",0.196,0.182,0.18,0.18,0.175
"657",1000,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,861067790,"B1","Power",0.328,0.281,0.279,0.277,0.273
"658",1000,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,861067790,"B2","Power",0.985,0.98,0.98,0.98,0.979
"659",1000,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,861067790,"B3","Power",1,1,1,1,1
"660",1000,"1 1 1 1 0 0","E3","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,861067790,"B4","Power",0.652,0.67,0.669,0.669,0.664
"661",25,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1027104078,"B0","Size",0.054,0.086,0.058,0.046,0.025
"662",25,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1027104078,"B1","Size",0.055,0.1,0.066,0.053,0.027
"663",25,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1027104078,"B2","Size",0.067,0.089,0.064,0.056,0.026
"664",25,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1027104078,"B3","Size",0.148,0.16,0.127,0.099,0.039
"665",25,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1027104078,"B4","Size",0.054,0.072,0.049,0.037,0.019
"666",25,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1027104078,"B0","Power",0.054,0.095,0.068,0.061,0.029
